chr,bin,start,end,mean_female,mean_male,female_cov,male_cov
chr7,23234,14261688,14262929,0.46,0.202,32,104
chr7,23237,14407920,14408300,0.495,0.722,11,8
chr7,23238,14562571,14562823,0.941,0.183,4,0
chr7,23239,15071502,15071622,0.826,0.634,11,29
chr7,23240,15128654,15129305,0.342,0.131,20,29
chr7,23241,15250021,15250356,0.286,0.499,23,19
chr7,23242,15267097,15267788,0.346,0.111,17,35
chr7,23243,15485504,15485914,0.085,0.425,11,26
chr7,23244,15584651,15584922,0.429,0.219,10,30
chr7,23251,16242482,16242645,0.654,0.457,14,39
chr7,23258,16479494,16479949,0.452,0.759,9,10
chr7,23259,16481595,16482387,0.45,0.805,15,15
chr7,23260,16483533,16484506,0.514,0.83,10,21
chr7,23261,16485308,16485666,0.576,0.842,17,26
chr7,23262,16486398,16486608,0.615,0.835,10,35
chr7,23264,17322236,17323878,0.803,0.585,25,88
chr7,23265,17528244,17528889,0.44,0.236,11,40
chr7,23266,17529717,17530243,0.456,0.238,14,56
chr7,23267,17530957,17531462,0.431,0.226,4,20
chr7,23268,17559132,17560536,0.555,0.333,108,301
chr7,23271,17958436,17958649,0.417,0.203,18,70
chr7,23272,17962070,17962969,0.563,0.341,41,106
chr7,23273,18518135,18518668,0.682,0.899,9,32
chr7,23277,18580602,18581106,0.847,0.633,13,14
chr7,23281,18669072,18669188,0.821,0.624,28,62
chr7,23287,19995348,19996430,0.932,0.646,17,39
chr7,23290,19999394,19999855,0.872,0.612,14,16
chr7,23298,20836210,20836850,0.644,0.889,13,0
chr7,23300,21103028,21103100,0.713,0.507,12,18
chr7,23302,21113897,21114296,0.526,0.765,12,25
chr7,23304,21209689,21209729,0.569,0.375,9,38
chr7,23309,21984970,21985444,0.804,0.559,20,47
chr7,23312,22239444,22239536,0.533,0.297,10,12
chr7,23313,22323341,22323504,0.426,0.207,15,54
chr7,23314,22453136,22453283,0.342,0.104,32,92
chr7,23317,23412853,23413144,0.642,0.445,17,56
chr7,23318,23619466,23620432,0.862,0.614,34,77
chr7,23320,24146413,24147128,0.561,0.343,41,142
chr7,23321,24257563,24257915,0.773,0.565,19,109
chr7,23322,24295723,24295957,0.558,0.333,15,25
chr7,23323,24502419,24502635,0.63,0.42,16,78
chr7,23324,24604825,24605350,0.618,0.833,15,45
chr7,23325,24696825,24696959,0.734,0.531,9,28
chr7,23326,24726724,24727386,0.782,0.555,15,13
chr7,23327,24826810,24827059,0.761,0.555,19,45
chr7,23328,24853647,24853954,0.928,0.734,12,19
chr7,23329,24871378,24871931,0.789,0.575,41,82
chr7,23330,24887557,24888330,0.712,0.492,23,57
chr7,23332,24930101,24930729,0.401,0.637,24,33
chr7,23333,25095546,25095693,0.93,0.733,18,45
chr7,23334,25126075,25127413,0.564,0.872,59,84
chr7,23335,25184619,25185255,0.658,0.863,14,24
chr7,23336,25227643,25228295,0.707,0.512,16,31
chr7,23337,25369005,25369292,0.247,0.468,7,21
chr7,23339,25865573,25865907,0.516,0.301,29,109
chr7,23342,26092948,26093357,0.434,0.176,7,21
chr7,23344,26469996,26470083,0.683,0.888,6,12
chr7,23346,26501603,26502030,0.885,0.591,8,20
chr7,23348,26713426,26714337,0.594,0.35,56,102
chr7,23350,26811811,26811956,0.909,0.705,10,39
chr7,23351,26826360,26826555,0.27,0.072,16,59
chr7,23352,26903026,26903272,0.229,0.436,32,57
chr7,23353,26922598,26923154,0.558,0.812,48,85
chr7,23354,27134951,27135442,0.576,0.336,11,44
chr7,23356,27311473,27312404,0.655,0.358,16,50
chr7,23357,27349239,27349521,0.471,0.257,29,62
chr7,23359,27474793,27475548,0.597,0.82,39,83
chr7,23360,27478735,27479085,0.68,0.472,46,101
chr7,23364,28222624,28223337,0.334,0.127,15,37
chr7,23365,28533847,28536068,0.427,0.209,52,134
chr7,23367,28595756,28596103,0.604,0.825,16,46
chr7,23371,28726334,28726638,0.507,0.292,28,92
chr7,23372,28764999,28765365,0.12,0.479,11,33
chr7,23373,28891536,28891904,0.416,0.636,19,54
chr7,23375,29014691,29015352,0.759,0.501,20,38
chr7,23376,29028584,29028798,0.634,0.428,7,20
chr7,23378,29243175,29243801,0.617,0.832,29,85
chr7,23379,29259283,29259572,0.804,0.588,5,25
chr7,23380,29605502,29606647,0.826,0.623,26,94
chr7,23382,30388595,30388637,0.763,0.555,8,20
chr7,23384,30400145,30401078,0.944,0.708,12,26
chr7,23385,30405449,30406187,0.759,0.523,24,56
chr7,23387,30936507,30936986,0.573,0.186,13,12
chr7,23388,30937727,30938698,0.4,0.146,28,68
chr7,23391,31478244,31478541,0.859,0.651,8,19
chr7,23393,31589959,31590486,0.812,0.596,24,68
chr7,23394,31627924,31628366,0.613,0.412,26,72
chr7,23396,31711319,31711675,0.86,0.655,23,47
chr7,23397,31769921,31770516,0.761,0.541,9,14
chr7,23398,31829932,31830237,0.473,0.677,14,33
chr7,23399,31908994,31910400,0.492,0.245,62,176
chr7,23401,31991830,31992230,0.514,0.762,19,48
chr7,23404,32047285,32047452,0.852,0.57,5,5
chr7,23407,32330399,32331240,0.512,0.261,45,90
chr7,23408,32605276,32606080,0.697,0.962,7,17
chr7,23409,33058416,33058630,0.627,0.828,15,37
chr7,23410,33216681,33217216,0.903,0.686,10,53
chr7,23414,33972333,33973186,0.623,0.834,8,40
chr7,23415,33998177,33998516,0.551,0.765,24,69
chr7,23416,33999211,33999362,0.627,0.849,8,14
chr7,23418,34085033,34085208,0.855,0.659,11,30
chr7,23419,34131668,34131812,0.365,0.581,8,17
chr7,23420,34149908,34150129,0.795,0.595,16,27
chr7,23421,34251031,34251086,0.653,0.456,17,25
chr7,23422,34674255,34674636,0.488,0.284,11,32
chr7,23425,35181157,35181464,0.859,0.652,14,43
chr7,23426,35234579,35235242,0.532,0.772,31,81
chr7,23427,35269326,35269995,0.421,0.666,8,36
chr7,23428,35538093,35538936,0.726,0.464,57,148
chr7,23431,35770456,35770987,0.53,0.769,9,28
chr7,23434,36342743,36343029,0.796,0.578,17,14
chr7,23436,36463344,36464007,0.24,0.705,17,56
chr7,23438,36827698,36828257,0.653,0.86,6,8
chr7,23439,36865214,36866077,0.792,0.55,18,74
chr7,23440,37274512,37275991,0.847,0.637,52,72
chr7,23441,37281471,37282291,0.812,0.615,8,13
chr7,23442,37296011,37297423,0.704,0.436,21,101
chr7,23444,37664972,37665708,0.434,0.201,10,36
chr7,23445,37666368,37667325,0.318,0.095,9,33
chr7,23446,37813722,37813952,0.155,0.442,15,30
chr7,23447,37837039,37837743,0.471,0.692,20,39
chr7,23448,38136276,38137046,0.047,0.322,17,1
chr7,23449,38137602,38138435,0.034,0.415,24,0
chr7,23450,38139154,38142016,0.172,0.492,57,13
chr7,23454,38562174,38562616,0.628,0.836,15,34
chr7,23455,38608609,38608946,0.598,0.86,7,14
chr7,23456,38609650,38610345,0.561,0.833,19,39
chr7,23458,39117863,39118857,0.461,0.719,20,41
chr7,23459,39119735,39120691,0.321,0.572,25,53
chr7,23460,39659151,39659303,0.866,0.667,8,21
chr7,23461,39949865,39951305,0.619,0.83,55,45
chr7,23462,40108918,40109769,0.574,0.78,20,50
chr7,23463,40305715,40306533,0.94,0.725,15,36
chr7,23464,40571349,40573404,0.697,0.436,39,102
chr7,23466,40603389,40603557,0.722,0.953,9,17
chr7,23467,40604809,40605355,0.712,0.935,10,25
chr7,23468,40612504,40613711,0.851,0.636,19,60
chr7,23469,40648526,40648575,0.47,0.274,5,17
chr7,23471,40735357,40736062,0.753,0.488,6,18
chr7,23473,40739446,40739921,0.793,0.588,14,33
chr7,23474,40760436,40760970,0.582,0.805,9,13
chr7,23475,40761776,40762961,0.546,0.827,15,48
chr7,23476,40763581,40764962,0.53,0.853,7,8
chr7,23477,40772098,40772896,0.723,0.939,15,19
chr7,23478,40822068,40824060,0.607,0.37,24,125
chr7,23481,41185349,41185443,0.219,0.419,12,26
chr7,23482,41248793,41249699,0.824,0.601,38,26
chr7,23483,41257904,41258551,0.643,0.377,16,62
chr7,23484,41302507,41302985,0.453,0.699,10,15
chr7,23485,41380955,41381393,0.517,0.739,34,88
chr7,23486,41694105,41694643,0.688,0.899,16,48
chr7,23487,41765171,41767016,0.702,0.479,56,149
chr7,23489,41832803,41833224,0.833,0.517,26,69
chr7,23491,41976333,41976962,0.288,0.515,18,37
chr7,23492,42333285,42334544,0.518,0.773,71,99
chr7,23496,42516184,42517019,0.193,0.413,70,85
chr7,23499,42559390,42559671,0.348,0.13,7,34
chr7,23501,42561415,42561980,0.423,0.177,3,17
chr7,23503,42563504,42564087,0.491,0.259,8,23
chr7,23505,42565874,42566237,0.542,0.332,6,17
chr7,23506,43323830,43324712,0.754,0.955,20,35
chr7,23508,43888082,43888750,0.674,0.878,43,73
chr7,23509,44369602,44373116,0.644,0.411,52,119
chr7,23510,44377409,44378278,0.718,0.514,17,29
chr7,23511,44424931,44425974,0.392,0.607,126,216
chr7,23513,44500353,44500574,0.543,0.748,11,25
chr7,23515,45246089,45247809,0.717,0.495,26,72
chr7,23516,45248344,45249364,0.715,0.494,22,38
chr7,23517,45297578,45298262,0.529,0.325,9,25
chr7,23519,45299847,45300044,0.48,0.272,3,24
chr7,23521,45821330,45821948,0.648,0.85,20,49
chr7,23522,46057645,46059231,0.523,0.327,42,83
chr7,23523,46606125,46607429,0.905,0.692,6,23
chr7,23524,46609042,46610232,0.922,0.716,16,39
chr7,23525,46855839,46856628,0.703,0.905,22,41
chr7,23527,46978183,46978427,0.852,0.65,7,6
chr7,23528,47060737,47062026,0.831,0.6,20,63
chr7,23529,47274518,47275301,0.432,0.197,11,30
chr7,23530,47275838,47276394,0.4,0.19,13,30
chr7,23531,47338883,47339498,0.737,0.538,26,51
chr7,23534,47952439,47952991,0.472,0.249,22,46
chr7,23536,48058469,48059648,0.653,0.869,5,13
chr7,23541,48114367,48118008,0.62,0.866,39,67
chr7,23546,48571756,48572956,0.806,0.577,27,40
chr7,23547,48703595,48703771,0.582,0.786,11,25
chr7,23548,48704683,48705462,0.643,0.851,18,29
chr7,23549,48745326,48746450,0.813,0.596,14,23
chr7,23550,49351347,49351965,0.762,0.565,10,24
chr7,23557,49723488,49723976,0.055,0.309,3,14
chr7,23559,49749394,49751095,0.502,0.833,43,53
chr7,23560,49751752,49753964,0.483,0.83,38,49
chr7,23561,50030746,50030826,0.608,0.896,13,20
chr7,23562,50310621,50311191,0.829,0.634,13,19
chr7,23566,51337425,51337563,0.83,0.636,7,11
chr7,23567,51386092,51386542,0.647,0.866,7,8
chr7,23572,51709445,51709547,0.683,0.883,10,42
chr7,23573,51947951,51948671,0.602,0.831,5,13
chr7,23574,52107542,52108287,0.465,0.679,31,50
chr7,23575,52149987,52150040,0.292,0.496,10,15
chr7,23577,52436915,52437136,0.585,0.384,12,16
chr7,23578,52556623,52558014,0.888,0.675,32,38
chr7,23579,52569863,52569903,0.691,0.891,5,9
chr7,23580,52633124,52635104,0.652,0.873,32,65
chr7,23581,52691204,52692940,0.926,0.67,19,30
chr7,23582,53217967,53218142,0.312,0.525,5,25
chr7,23583,53634015,53634614,0.278,0.493,19,0
chr7,23584,53676427,53677146,0.896,0.7,15,32
chr7,23585,53713083,53713580,0.892,0.678,9,11
chr7,23586,53992201,53992922,0.878,0.658,17,38
chr7,23587,54151841,54152623,0.608,0.818,30,64
chr7,23588,54214753,54215333,0.588,0.804,12,22
chr7,23589,54284564,54285356,0.567,0.814,34,81
chr7,23590,54385178,54385409,0.837,0.639,23,77
chr7,23591,54471197,54471735,0.955,0.73,9,18
chr7,23592,54658647,54660861,0.479,0.771,46,72
chr7,23594,54661922,54662666,0.516,0.818,11,22
chr7,23595,54670748,54670890,0.663,0.867,9,29
chr7,23596,54715509,54716319,0.69,0.895,9,25
chr7,23599,54754574,54755013,0.799,0.568,11,29
chr7,23600,54757659,54757911,0.995,0.789,7,17
chr7,23601,54942007,54942766,0.881,0.659,12,51
chr7,23602,54979178,54979536,0.874,0.665,19,24
chr7,23603,55162792,55164362,0.959,0.757,16,29
chr7,23604,55413689,55414036,0.556,0.758,25,41
chr7,23605,56150498,56154077,0.793,0.558,22,81
chr7,23606,56154685,56155540,0.746,0.525,6,11
chr7,23607,56156156,56156544,0.721,0.523,3,3
chr7,23608,56243722,56244091,0.807,0.614,6,15
chr7,23611,56369609,56371490,0.579,0.338,30,80
chr7,23612,56396487,56398011,0.708,0.503,20,27
chr7,23614,56399553,56400285,0.758,0.558,11,41
chr7,23615,56415154,56415367,0.507,0.315,9,21
chr7,23617,56466289,56466972,0.421,0.649,26,37
chr7,23618,56467944,56469791,0.426,0.713,36,30
chr7,23619,56470494,56471998,0.46,0.772,19,21
chr7,23622,56495164,56497708,0.504,0.742,31,76
chr7,23625,56780128,56781377,0.702,0.912,15,26
chr7,23626,56781903,56782764,0.696,0.903,7,17
chr7,23628,56959298,56961955,0.438,0.693,39,55
chr7,23629,56962754,56962906,0.397,0.602,8,16
chr7,23630,56994476,56995248,0.656,0.437,13,61
chr7,23631,57500498,57501386,0.936,0.726,19,45
chr7,23632,57614572,57614961,0.598,0.81,4,8
chr7,23634,57877138,57878160,0.496,0.778,10,17
chr7,23635,57879263,57880293,0.465,0.764,11,23
chr7,23636,57948033,57948236,0.868,0.627,10,36
chr7,23637,57968247,57969234,0.659,0.881,14,37
chr7,23638,58077056,58077819,0.606,0.832,12,29
chr7,23639,58268854,58269036,0.79,0.584,14,28
chr7,23642,58524542,58525402,0.455,0.222,14,51
chr7,23643,58537979,58538557,0.744,0.949,3,9
chr7,23645,58568435,58569094,0.893,0.692,13,31
chr7,23646,58743852,58745796,0.251,0.613,29,54
chr7,23647,58852137,58852579,0.909,0.708,14,23
chr7,23648,58998939,59000365,0.517,0.27,67,114
chr7,23649,59282514,59283411,0.658,0.426,39,106
chr7,23650,59385164,59385521,0.894,0.689,15,49
chr7,23652,59618205,59618801,0.896,0.613,12,41
chr7,23653,59726530,59727123,0.439,0.227,31,68
chr7,23654,59741127,59741266,0.278,0.528,3,9
chr7,23656,59902912,59902933,0.367,0.574,9,34
chr7,23657,59918797,59920156,0.728,0.488,53,137
chr7,23658,59957802,59957985,0.452,0.667,24,33
chr7,23659,59959991,59960146,0.727,0.53,14,55
chr7,23661,60301597,60302133,0.768,0.452,18,44
chr7,23662,60567888,60568098,0.826,0.633,8,7
chr7,23663,60631250,60631531,0.256,0.059,6,18
chr7,23665,61064700,61065008,0.11,0.367,5,19
chr7,23669,61869266,61870787,0.633,0.386,20,48
chr7,23671,62070756,62071262,0.533,0.748,23,62
chr7,23673,62190974,62191199,0.801,0.608,9,27
chr7,23674,62422627,62423941,0.636,0.892,40,84
chr7,23676,62728959,62729640,0.866,0.584,21,43
chr7,23677,63131029,63131354,0.484,0.699,21,36
chr7,23679,63217215,63217641,0.538,0.781,13,30
chr7,23682,63680534,63680959,0.66,0.876,6,20
chr7,23683,63710451,63710655,0.416,0.218,7,27
chr7,23684,63733035,63734632,0.765,0.533,48,115
chr7,23687,64036379,64036766,0.81,0.608,12,24
chr7,23688,64114093,64114879,0.518,0.738,20,41
chr7,23691,64401876,64402133,0.824,0.606,14,33
chr7,23692,64462363,64463093,0.657,0.872,12,37
chr7,23693,64579969,64580912,0.286,0.516,18,54
chr7,23696,64654952,64655150,0.78,0.995,4,10
chr7,23697,64693406,64694591,0.428,0.739,9,42
chr7,23698,64703461,64704201,0.678,0.895,13,27
chr7,23699,64902983,64903046,0.436,0.656,4,14
chr7,23701,65278391,65278492,0.533,0.74,12,17
chr7,23702,65308661,65308770,0.582,0.355,15,38
chr7,23704,65422396,65424849,0.068,0.428,54,61
chr7,23705,65577477,65577644,0.393,0.6,6,21
chr7,23709,66017632,66017998,0.448,0.25,25,50
chr7,23710,66250415,66251222,0.89,0.642,7,16
chr7,23711,66251755,66252866,0.901,0.605,25,43
chr7,23712,66286672,66287434,0.677,0.328,14,25
chr7,23713,66310971,66311416,0.813,0.574,11,25
chr7,23714,66400378,66401328,0.699,0.492,13,27
chr7,23715,66492030,66493335,0.789,0.565,25,53
chr7,23716,66494390,66494786,0.481,0.753,24,53
chr7,23719,66707213,66707728,0.554,0.293,13,40
chr7,23720,67343175,67343465,0.599,0.818,15,28
chr7,23721,67641510,67643762,0.813,0.517,21,31
chr7,23723,67645552,67645977,0.689,0.46,13,27
chr7,23724,68084314,68084950,0.917,0.706,13,5
chr7,23725,68085563,68085690,0.918,0.687,3,2
chr7,23728,68706439,68706951,0.837,0.636,13,16
chr7,23729,68952139,68952748,0.927,0.725,25,48
chr7,23733,69687534,69687872,0.616,0.834,32,43
chr7,23734,70059389,70059807,0.404,0.646,28,49
chr7,23735,70470471,70471181,0.587,0.364,48,209
chr7,23737,70528673,70529812,0.737,0.504,56,154
chr7,23738,70532811,70533091,0.762,0.568,7,13
chr7,23740,70631425,70631619,0.807,0.593,31,90
chr7,23742,70786602,70787290,0.838,0.615,22,51
chr7,23744,70840447,70840618,0.537,0.751,12,33
chr7,23745,70841492,70841609,0.806,0.58,12,31
chr7,23746,70870016,70870367,0.892,0.597,4,5
chr7,23747,70886760,70887710,0.66,0.879,26,52
chr7,23748,70996160,70997822,0.547,0.765,40,105
chr7,23749,71029668,71029999,0.701,0.499,34,74
chr7,23750,71375988,71376496,0.217,0.538,3,24
chr7,23751,71377567,71377804,0.198,0.56,4,23
chr7,23752,71378462,71379483,0.307,0.556,23,42
chr7,23753,71596844,71597366,0.804,0.585,19,35
chr7,23757,72146325,72147485,0.536,0.769,31,69
chr7,23759,72330624,72331050,0.79,0.595,6,23
chr7,23760,72597153,72597801,0.832,0.613,17,55
chr7,23763,72770049,72770248,0.922,0.517,3,4
chr7,23765,73184965,73185259,0.933,0.741,14,47
chr7,23769,73408753,73409253,0.689,0.487,18,64
chr7,23770,73450456,73450518,0.52,0.755,8,24
chr7,23774,73952634,73953379,0.655,0.872,10,10
chr7,23775,74049245,74049293,0.858,0.649,12,27
chr7,23776,74115535,74117118,0.56,0.839,16,44
chr7,23777,74326998,74327502,0.596,0.821,11,19
chr7,23778,74328762,74329061,0.975,0.762,17,43
chr7,23780,74732891,74733092,0.956,0.761,11,20
chr7,23781,74736610,74737014,0.593,0.824,11,19
chr7,23782,74834120,74835143,0.666,0.434,12,33
chr7,23785,74883255,74883325,0.529,0.333,13,11
chr7,23787,74936281,74936737,0.939,0.741,16,48
chr7,23790,75161233,75162023,0.612,0.84,18,55
chr7,23791,75391652,75392489,0.831,0.626,18,48
chr7,23792,75454907,75455450,0.371,0.176,29,77
chr7,23793,75609060,75609365,0.831,0.638,19,38
chr7,23795,76018634,76019549,0.288,0.521,34,59
chr7,23796,76185434,76185957,0.801,0.598,16,44
chr7,23797,76254319,76254628,0.561,0.366,26,112
chr7,23798,76467912,76468129,0.578,0.342,6,6
chr7,23799,76469249,76469639,0.713,0.938,57,118
chr7,23800,76653700,76653874,0.848,0.656,7,24
chr7,23801,76659550,76661054,0.927,0.695,13,55
chr7,23804,77050791,77051924,0.916,0.698,22,67
chr7,23805,77057992,77059043,0.623,0.844,12,17
chr7,23806,77158175,77158553,0.653,0.426,19,41
chr7,23811,77798047,77798943,0.873,0.624,11,17
chr7,23812,77802002,77802206,0.614,0.815,17,39
chr7,23813,77838714,77839272,0.773,0.512,11,32
chr7,23815,78005912,78006242,0.926,0.694,11,26
chr7,23816,78070435,78070600,0.649,0.849,13,35
chr7,23818,78381875,78382082,0.726,0.972,11,18
chr7,23820,78384442,78386002,0.65,0.906,23,80
chr7,23821,78530509,78531893,0.466,0.254,15,49
chr7,23825,79057982,79058522,0.837,0.628,34,80
chr7,23826,79668506,79669239,0.595,0.805,27,54
chr7,23827,79803449,79804055,0.418,0.634,21,22
chr7,23829,80612124,80612861,0.815,0.587,21,67
chr7,23832,81246721,81246828,0.249,0.457,14,25
chr7,23837,82477706,82479018,0.698,0.41,14,48
chr7,23839,82480335,82480985,0.782,0.537,8,35
chr7,23840,83639434,83641109,0.552,0.337,36,59
chr7,23842,83682105,83683025,0.584,0.803,67,180
chr7,23843,83703667,83704529,0.549,0.819,16,36
chr7,23844,83913993,83916376,0.667,0.911,45,97
chr7,23847,84164472,84165301,0.841,0.629,5,2
chr7,23848,84479551,84479914,0.491,0.276,4,2
chr7,23849,84482204,84482765,0.588,0.237,12,40
chr7,23851,84588908,84589366,0.793,0.597,13,25
chr7,23852,85088220,85089328,0.787,0.557,28,39
chr7,23853,85130900,85131171,0.962,0.718,5,28
chr7,23861,86753106,86757185,0.208,0.504,66,49
chr7,23862,86757858,86759472,0.294,0.69,11,12
chr7,23863,86760192,86760513,0.207,0.719,7,17
chr7,23864,86761069,86761627,0.152,0.722,8,1
chr7,23865,86762334,86765509,0.102,0.7,43,19
chr7,23867,86767002,86770639,0.255,0.665,48,70
chr7,23868,86861408,86862157,0.511,0.776,7,5
chr7,23869,86863053,86863471,0.488,0.728,9,1
chr7,23870,87046605,87047177,0.573,0.359,9,40
chr7,23872,87049126,87050449,0.587,0.383,30,61
chr7,23873,87051509,87052491,0.56,0.358,14,28
chr7,23874,87053373,87054512,0.494,0.205,14,49
chr7,23881,87585255,87585951,0.753,0.481,27,85
chr7,23882,87586633,87587239,0.817,0.601,6,14
chr7,23885,88105268,88106812,0.805,0.565,41,66
chr7,23887,88674126,88674690,0.194,0.423,13,21
chr7,23888,88675512,88676704,0.251,0.515,9,8
chr7,23889,88984486,88984986,0.865,0.621,19,45
chr7,23891,88988067,88988922,0.919,0.562,14,27
chr7,23894,89073411,89073621,0.713,0.499,4,15
chr7,23896,89320650,89321448,0.281,0.499,17,46
chr7,23898,89342699,89345078,0.423,0.213,34,127
chr7,23899,89345632,89346395,0.478,0.244,11,19
chr7,23900,89346937,89347134,0.493,0.251,12,29
chr7,23903,89349424,89350804,0.485,0.235,21,103
chr7,23907,89422047,89423056,0.614,0.378,23,34
chr7,23910,90068160,90068574,0.666,0.888,18,28
chr7,23912,90274906,90275053,0.557,0.358,15,39
chr7,23913,90275569,90275928,0.578,0.364,6,13
chr7,23914,90297421,90297578,0.403,0.204,15,47
chr7,23915,90620920,90623040,0.477,0.249,38,130
chr7,23918,91048696,91050126,0.645,0.873,46,91
chr7,23919,91093014,91094195,0.628,0.391,27,43
chr7,23922,91215651,91215860,0.381,0.187,5,6
chr7,23924,91617305,91617445,0.6,0.852,13,27
chr7,23925,91677372,91678216,0.614,0.837,16,51
chr7,23927,91777852,91778343,0.824,0.625,7,16
chr7,23928,91829274,91831264,0.69,0.485,29,73
chr7,23929,91845012,91845496,0.724,0.512,10,37
chr7,23930,91907090,91908571,0.856,0.59,22,47
chr7,23932,91910344,91910905,0.8,0.55,11,13
chr7,23934,92017750,92019824,0.371,0.147,75,212
chr7,23935,92025242,92025800,0.518,0.732,13,14
chr7,23936,92026641,92027277,0.573,0.812,9,19
chr7,23937,92028395,92028682,0.659,0.868,9,11
chr7,23938,92316453,92316838,0.872,0.669,23,39
chr7,23939,92317982,92318228,0.864,0.663,5,30
chr7,23942,93016140,93017878,0.459,0.207,18,55
chr7,23943,93018432,93020061,0.388,0.161,50,151
chr7,23944,93104195,93105700,0.717,0.489,32,55
chr7,23945,93112804,93114131,0.831,0.55,10,16
chr7,23946,93114823,93116346,0.83,0.555,60,107
chr7,23948,93199985,93200677,0.471,0.232,8,58
chr7,23950,93251013,93253555,0.587,0.81,33,64
chr7,23951,93380162,93381580,0.481,0.747,12,13
chr7,23952,93382125,93383100,0.346,0.598,12,0
