chr,bin,start,end,mean_female,mean_estradiol,female_cov,estradiol_cov,slope_clusters,num_cpg
chr7,35239,11321971,11321973,0.481,0.771,18,49,0.427681969694876,6
chr7,35240,11329556,11329558,0.765,0.577,17,26,0.118422139610028,4
chr7,35241,11335175,11335177,0.397,0.63,24,45,0.315797092705665,6
chr7,35242,11352442,11352444,0.548,0.862,9,17,0.0134184671549232,4
chr7,35245,11412391,11412393,0.568,0.291,21,27,0.359412447929337,6
chr7,35247,11479011,11479013,0.067,0.31,14,28,0.0832383292320391,8
chr7,35249,11549668,11549670,0.627,0.839,10,18,0.00219923528526977,3
chr7,35250,11566650,11566652,0.433,0.63,17,21,0.11833449596359,3
chr7,35251,11570618,11570620,0.579,0.778,34,25,0.0210798021846258,6
chr7,35252,11591279,11591281,0.509,0.298,14,14,0.202784408687192,3
chr7,35253,11596339,11596341,0.536,0.751,5,14,0.00917789734779073,3
chr7,35254,11603109,11603111,0.526,0.749,33,48,0.103355604007193,8
chr7,35256,11656384,11656386,0.768,0.552,12,23,0.117002737058067,4
chr7,35259,11755457,11755459,0.463,0.203,17,15,0.249310216350548,5
chr7,35260,11761300,11761302,0.825,0.609,6,7,0.00945736859158497,5
chr7,35263,11982568,11982570,0.264,0.487,8,24,0.0350870400221308,3
chr7,35264,11985851,11985853,0.578,0.823,19,18,0.000332168264452481,4
chr7,35265,11986281,11986283,0.588,0.825,10,16,0.000742018721029969,4
chr7,35266,12011668,12011670,0.754,0.551,27,52,0.211793180551205,8
chr7,35267,12068912,12068914,0.585,0.245,20,22,0.385949079029198,6
chr7,35268,12081785,12081787,0.252,0.461,23,41,0.0227553952096509,8
chr7,35270,12091386,12091388,0.422,0.638,25,27,0.0107984399381914,5
chr7,35271,12095208,12095210,0.222,0.424,13,12,0.000612223534039086,5
chr7,35272,12126953,12126955,0.702,0.907,16,30,0.0294162019942776,5
chr7,35273,12132001,12132003,0.828,0.642,32,49,0.000439547159446163,5
chr7,35274,12177840,12177842,0.295,0.523,23,27,0.238462521529685,6
chr7,35275,12205050,12205052,0.488,0.75,47,55,0.325718905752577,9
chr7,35279,12266263,12266265,0.392,0.6,21,43,0.101552182273997,7
chr7,35280,12374681,12374683,0.69,0.484,90,161,0.0970990398889005,24
chr7,35282,12424940,12424942,0.781,0.531,47,62,0.449844079690342,8
chr7,35283,12455704,12455706,0.427,0.242,13,8,0.0164808388751544,3
chr7,35288,12674939,12674941,0.19,0.412,14,12,0.348720332776667,6
chr7,35289,12695316,12695318,0.546,0.746,13,17,0.0547787772270866,3
chr7,35290,12712922,12712924,0.444,0.646,10,31,0.0392690548794424,5
chr7,35291,12753395,12753397,0.728,0.495,26,45,0.241830927485973,5
chr7,35292,12755233,12755235,0.253,0.454,13,18,0.162197946700617,4
chr7,35293,12763572,12763574,0.88,0.681,15,25,0.105165747006906,6
chr7,35295,12776893,12776895,0.16,0.43,6,25,0.218231943835957,3
chr7,35297,12790968,12790970,0.537,0.738,15,23,0.0447444989499999,4
chr7,35298,12807840,12807842,0.608,0.378,22,17,0.29822056404338,4
chr7,35299,12830935,12830937,0.699,0.436,9,31,0.405600849042236,3
chr7,35300,12871825,12871827,0.751,0.549,22,31,0.135904520481254,5
chr7,35301,12916839,12916841,0.7,0.18,14,19,0.0585902977733096,4
chr7,35304,13023850,13023852,0.763,0.567,26,59,0.0325691667103752,7
chr7,35305,13039127,13039129,0.395,0.665,10,20,0.277787751822864,4
chr7,35306,13040897,13040899,0.374,0.173,48,58,0.206999734323802,10
chr7,35307,13061762,13061764,0.187,0.4,17,12,0.0586578392017218,4
chr7,35308,13063378,13063380,0.295,0.533,7,16,0.102342128383296,3
chr7,35311,13284637,13284639,0.463,0.738,6,4,0.00396961136526519,3
chr7,35313,13297750,13297752,0.821,0.622,4,17,0.0188010263454567,4
chr7,35318,13474333,13474335,0.525,0.731,3,12,0.000203357734887111,3
chr7,35319,13474736,13474738,0.493,0.728,5,15,0.000478545440419031,4
chr7,35326,13522445,13522447,0.977,0.766,5,4,0.00155992056176546,4
chr7,35332,13578510,13578512,0.55,0.834,10,28,0.000701249579250773,7
chr7,35333,13579150,13579152,0.546,0.831,6,26,0.000563433775310651,4
chr7,35334,13580620,13580622,0.539,0.825,11,33,9.50099611604083e-05,3
chr7,35335,13625177,13625179,0.586,0.825,4,8,0.000401561871943956,3
chr7,35337,13627475,13627477,0.563,0.824,9,14,0.000459991710028529,4
chr7,35342,13750269,13750271,0.731,0.505,26,31,0.43212322017229,7
chr7,35343,13751684,13751686,0.28,0.5,14,20,0.0883004873662444,4
chr7,35344,13757125,13757127,0.643,0.426,39,56,0.304655268634699,11
chr7,35349,13894319,13894321,0.978,0.747,3,8,0.000767455938438855,3
chr7,35350,13918843,13918845,0.595,0.408,9,12,0.0287923786074792,4
chr7,35352,14054639,14054641,0.314,0.082,23,135,0.223491844488621,9
chr7,35354,14199222,14199224,0.618,0.424,14,30,0.00273658534874194,6
chr7,35356,14368072,14368074,0.168,0.424,15,7,0.129858323938065,4
chr7,35358,14411394,14411396,0.18,0.44,45,51,0.0100215946779647,9
chr7,35362,14595080,14595082,0.872,0.638,6,13,8.8117233869589e-05,3
chr7,35363,14881272,14881274,0.695,0.468,16,9,0.096276120392273,5
chr7,35364,15078160,15078162,0.701,0.497,14,10,0.398762141958363,4
chr7,35365,15243185,15243187,0.475,0.273,8,9,0.158373220280493,3
chr7,35366,15270628,15270630,0.461,0.737,9,10,0.227285094363293,6
chr7,35367,15313252,15313254,0.492,0.72,12,40,0.160964286944802,6
chr7,35368,15345396,15345398,0.367,0.563,11,19,0.0280428719071981,4
chr7,35371,15409690,15409692,0.595,0.804,9,13,0.141644735117621,3
chr7,35374,15413632,15413634,0.134,0.538,8,26,0.0565431704827669,5
chr7,35375,15459544,15459546,0.72,0.944,28,21,0.00873351259326582,7
chr7,35377,15490373,15490375,0.149,0.469,10,11,0.0699330340106846,4
chr7,35378,15491142,15491144,0.402,0.779,11,17,0.059972184754156,4
chr7,35381,15764794,15764796,0.78,0.509,16,14,0.00214847545441865,4
chr7,35382,15765502,15765504,0.755,0.515,20,28,0.00112065619344015,3
chr7,35384,15839416,15839418,0.312,0.69,6,19,0.0250924234731076,4
chr7,35385,15864090,15864092,0.529,0.799,20,59,0.484060959323924,6
chr7,35388,16117052,16117054,0.622,0.889,5,13,0.000385508301117277,3
chr7,35395,16157552,16157554,0.961,0.767,3,8,0.000342107683081738,3
chr7,35396,16158090,16158092,0.969,0.737,12,36,0.000480496607473957,10
chr7,35399,16263324,16263326,0.595,0.878,9,15,0.00653543634217069,6
chr7,35405,17273253,17273255,0.829,0.624,12,20,0.000923525797455915,3
chr7,35421,17482158,17482160,0.863,0.517,11,21,0.00968895965905248,5
chr7,35423,17673631,17673633,0.77,0.55,3,8,0.000661460252428636,3
chr7,35432,18086936,18086938,0.584,0.794,7,4,0.00175712380940984,3
chr7,35433,18088117,18088119,0.573,0.783,10,19,0.00190148255818634,5
chr7,35435,18110262,18110264,0.797,0.603,12,23,0.000298234459196633,5
chr7,35440,18259721,18259723,0.828,0.618,11,14,0.000562121137617111,5
chr7,35441,18260517,18260519,0.83,0.625,9,13,0.000450541533227433,3
chr7,35442,18293879,18293881,0.572,0.813,6,5,0.00196032076044861,3
chr7,35447,18367042,18367044,0.154,0.384,72,121,0.127426510459951,31
chr7,35449,18523991,18523993,0.709,0.938,11,9,0.0108327675704948,6
chr7,35451,18544971,18544973,0.672,0.87,8,12,0.000468021681026887,3
chr7,35454,18615465,18615467,0.971,0.782,9,6,0.0308137793273866,3
chr7,35456,18667636,18667638,0.764,0.469,24,29,0.337510644400986,5
chr7,35457,18675389,18675391,0.588,0.397,25,27,0.135816784669495,5
chr7,35458,18682613,18682615,0.164,0.415,10,11,0.0677855121223532,3
chr7,35461,18812668,18812670,0.9,0.655,20,15,0.00168995567307251,3
chr7,35465,18834883,18834885,0.595,0.838,17,15,0.000452463288854621,7
chr7,35468,19995348,19995350,0.674,0.88,8,7,9.6385055033843e-05,3
chr7,35475,20169830,20169832,0.77,0.972,10,14,0.00156972075282313,3
chr7,35479,20190700,20190702,0.612,0.828,7,12,0.00414935059463584,3
chr7,35490,20794861,20794863,0.772,0.548,5,21,0.00092565427628466,3
chr7,35494,20810501,20810503,0.479,0.261,17,35,0.0037614052878972,11
chr7,35498,21203198,21203200,0.556,0.174,275,616,0.00224072226561733,40
chr7,35499,21204396,21204398,0.576,0.864,22,36,0.00780088010232838,3
chr7,35500,21421139,21421141,0.552,0.919,6,25,4.24488283384816e-05,3
chr7,35505,23074253,23074255,0.882,0.695,10,19,0.00266142993536866,3
chr7,35506,23075643,23075645,0.87,0.671,11,8,0.000673127140799368,3
chr7,35508,23079798,23079800,0.821,0.612,33,6,9.57204801287359e-05,4
chr7,35509,23080336,23080338,0.816,0.612,8,12,0.000262600757537146,4
chr7,35512,23624088,23624090,0.679,0.929,28,27,0.0136720468906113,8
chr7,35513,23710335,23710337,0.655,0.955,38,65,0.0147976706144907,19
chr7,35514,23711444,23711446,0.74,0.958,12,14,0.000853040159969232,4
chr7,35515,23798320,23798322,0.401,0.602,31,47,0.037575994049742,7
chr7,35516,23867949,23867951,0.694,0.914,12,18,0.00191518931674972,4
chr7,35520,23947210,23947212,0.523,0.77,12,46,0.0954495812809445,6
chr7,35521,23949950,23949952,0.61,0.369,26,30,0.129539357432968,7
chr7,35523,24008354,24008356,0.598,0.353,24,61,0.0129334530465117,11
chr7,35524,24009202,24009204,0.7,0.448,6,15,0.0669634837744288,4
chr7,35525,24162293,24162295,0.289,0.509,118,170,0.10174230945234,34
chr7,35527,24314673,24314675,0.541,0.305,50,43,0.467345031629037,8
chr7,35528,24451670,24451672,0.576,0.802,20,41,0.197122487931534,9
chr7,35529,24533300,24533302,0.539,0.742,17,25,0.164701169981344,3
chr7,35531,24670252,24670254,0.54,0.815,4,22,0.0299521323160947,3
chr7,35532,24723030,24723032,0.341,0.57,20,29,0.0456219537801261,5
chr7,35533,24746813,24746815,0.612,0.822,18,31,0.000997442009891158,4
chr7,35534,24762557,24762559,0.601,0.804,12,32,0.00341363332444866,5
chr7,35535,24763195,24763197,0.587,0.799,15,14,0.00485455579567073,6
chr7,35538,25098686,25098688,0.791,0.552,70,103,0.00832309205109072,19
chr7,35540,25112561,25112563,0.825,0.6,35,60,0.0088417983840825,10
chr7,35542,25704697,25704699,0.822,0.625,15,12,0.0153163395942728,3
chr7,35543,25705207,25705209,0.757,0.532,64,122,0.00306084515899341,22
chr7,35544,25857065,25857067,0.769,0.523,39,63,0.186467741731223,13
chr7,35545,25902111,25902113,0.621,0.83,16,44,3.73067599011012e-05,8
chr7,35546,26052472,26052474,0.474,0.286,15,11,0.0522254450582543,5
chr7,35548,26175256,26175258,0.828,0.632,36,41,0.08089129462913,8
chr7,35549,26255590,26255592,0.806,0.572,7,13,0.265698175077801,4
chr7,35550,26393932,26393934,0.594,0.832,28,31,0.00344313017684217,8
chr7,35556,26556894,26556896,0.663,0.898,17,22,0.012481642650393,10
chr7,35557,26616898,26616900,0.356,0.554,5,4,0.0114285044176929,3
chr7,35558,26649840,26649842,0.816,0.63,19,31,0.00148129262645924,6
chr7,35559,26823959,26823961,0.766,0.55,52,45,0.287394305718502,10
chr7,35560,27003871,27003873,0.646,0.904,15,37,0.016655987106251,9
chr7,35561,27061377,27061379,0.646,0.85,11,25,0.025353239551185,5
chr7,35562,27061824,27061826,0.484,0.685,15,23,0.0271029237549083,5
chr7,35563,27120661,27120663,0.591,0.835,35,72,0.0698946924334225,16
chr7,35565,27180795,27180797,0.498,0.71,27,22,0.00583282501867532,9
chr7,35567,27214398,27214400,0.554,0.319,6,8,0.39145628327722,3
chr7,35568,27220101,27220103,0.642,0.88,7,7,0.0293993133490718,5
chr7,35571,27366113,27366115,0.817,0.596,13,21,0.0773247549707463,5
chr7,35572,27474221,27474223,0.528,0.75,19,34,0.148012154589141,6
chr7,35573,27475817,27475819,0.563,0.251,39,49,0.294932973992915,10
chr7,35576,27523152,27523154,0.765,0.563,7,9,0.00312195682419181,3
chr7,35578,27601876,27601878,0.844,0.625,88,77,0.166176490833851,23
chr7,35579,27614329,27614331,0.947,0.723,20,31,0.0796223223498226,6
chr7,35581,27626587,27626589,0.343,0.735,3,10,0.135528811735318,3
chr7,35582,27628428,27628430,0.562,0.209,20,30,0.351982224089748,8
chr7,35583,27659905,27659907,0.857,0.674,20,41,0.0259490866330921,7
chr7,35584,27689722,27689724,0.279,0.521,57,51,0.0767041992699675,18
chr7,35585,27690358,27690360,0.407,0.66,24,40,0.107010145281565,7
chr7,35586,27751460,27751462,0.6,0.802,8,18,0.0172383583275838,4
chr7,35588,27869905,27869907,0.326,0.545,12,27,0.0859855035419595,5
chr7,35590,27948275,27948277,0.427,0.831,19,41,0.00337762893452903,7
chr7,35592,28046699,28046701,0.327,0.638,20,24,0.229739112778024,6
chr7,35594,28318165,28318167,0.75,0.543,15,23,0.00197175299683972,6
chr7,35595,28318928,28318930,0.775,0.547,16,13,0.0284335647413365,5
chr7,35596,28412110,28412112,0.395,0.197,12,20,0.0650490269961272,6
chr7,35597,28576532,28576534,0.611,0.818,7,11,0.00300922958099359,3
chr7,35599,28577415,28577417,0.594,0.815,10,10,0.00391725376223018,4
chr7,35601,28589558,28589560,0.915,0.665,16,29,0.000478587285161258,4
chr7,35602,28600002,28600004,0.581,0.884,32,79,0.0527371471314887,12
chr7,35608,28758872,28758874,0.835,0.622,22,21,0.0034002505154247,4
chr7,35610,28788231,28788233,0.954,0.768,9,15,0.00229838831422524,3
chr7,35613,28880568,28880570,0.829,0.625,29,86,0.0116960231630723,15
chr7,35614,28960642,28960644,0.396,0.606,14,29,0.0473142724254969,4
chr7,35615,29013138,29013140,0.821,0.617,13,18,0.00333450386567169,7
chr7,35616,29028524,29028526,0.668,0.915,9,20,0.00151024384100984,3
chr7,35617,29083319,29083321,0.584,0.394,15,31,0.0165012754680441,8
chr7,35619,29200971,29200973,0.818,0.592,32,58,0.0249866438288754,10
chr7,35620,29205127,29205129,0.44,0.669,32,61,0.000791066178084887,8
chr7,35621,29233374,29233376,0.689,0.425,22,85,0.0112829851876892,12
chr7,35622,29234351,29234353,0.796,0.576,8,17,0.00874040961660849,3
chr7,35627,29563041,29563043,0.603,0.82,9,17,0.00202291010793243,6
chr7,35630,29694671,29694673,0.685,0.885,5,6,0.00153322450140558,3
chr7,35634,29752686,29752688,0.914,0.692,9,22,0.00803631026679907,5
chr7,35636,29893582,29893584,0.543,0.308,13,13,0.108511703596475,5
chr7,35637,30003006,30003008,0.542,0.766,29,56,0.0481342219134266,13
chr7,35639,30058760,30058762,0.403,0.707,17,29,0.267108622746616,8
chr7,35642,30174072,30174074,0.847,0.656,25,44,0.0232990608674637,7
chr7,35644,30352159,30352161,0.811,0.61,18,5,0.000735027754577566,3
chr7,35646,30366759,30366761,0.407,0.676,25,24,0.391115325318144,9
chr7,35648,30407704,30407706,0.372,0.688,17,22,0.47012077246042,9
chr7,35652,30666561,30666563,0.691,0.925,5,14,9.12627965776736e-06,3
chr7,35653,30666942,30666944,0.719,0.925,23,25,0.000133491326364421,4
chr7,35654,30729606,30729608,0.787,0.581,5,17,0.00545292252088925,4
chr7,35655,30753090,30753092,0.611,0.826,21,52,0.0225673731846302,12
chr7,35656,30754447,30754449,0.681,0.886,12,12,0.00461821814876107,4
chr7,35657,30909639,30909641,0.728,0.937,11,14,0.00239859080555782,4
chr7,35658,30910622,30910624,0.742,0.939,7,16,0.00071744622833958,3
chr7,35659,30983877,30983879,0.549,0.758,4,8,0.00447599170716473,3
chr7,35662,30990763,30990765,0.868,0.631,30,52,0.0241998130891796,9
chr7,35664,30996251,30996253,0.634,0.847,14,32,0.00191247493320712,6
chr7,35667,31061865,31061867,0.751,0.966,61,52,0.000341481955283052,14
chr7,35668,31105353,31105355,0.658,0.403,47,87,0.0994842528176112,18
chr7,35672,31425052,31425054,0.693,0.889,7,39,0.00758203953326841,4
chr7,35673,31430949,31430951,0.817,0.555,13,34,0.0133401769802886,5
chr7,35674,31479053,31479055,0.509,0.708,15,22,0.0201203789920167,6
chr7,35675,31493388,31493390,0.835,0.57,59,93,0.0611546263585372,16
chr7,35676,31652568,31652570,0.872,0.678,15,19,0.0254003859511379,4
chr7,35677,31711151,31711153,0.534,0.775,22,54,0.00160695894582208,10
chr7,35678,31785185,31785187,0.808,0.487,4,7,0.211983744418272,4
chr7,35680,31823028,31823030,0.318,0.107,6,4,0.0147926147767847,3
chr7,35681,31824721,31824723,0.262,0.507,20,38,0.168749546171069,8
chr7,35684,31948162,31948164,0.545,0.754,32,50,0.00911530046087816,7
chr7,35693,32702390,32702392,0.868,0.654,4,7,0.0380512920234576,3
chr7,35697,32948964,32948966,0.804,0.591,8,7,0.00871029375437848,4
chr7,35698,32949700,32949702,0.811,0.576,49,113,0.0311723811355669,18
chr7,35700,33014769,33014771,0.667,0.866,6,10,0.024109416220496,4
chr7,35701,33016891,33016893,0.775,0.58,14,56,0.0177961109853924,12
chr7,35702,33133850,33133852,0.682,0.879,24,28,0.00758481922282972,8
chr7,35703,33146922,33146924,0.779,0.582,34,70,0.00943622250276921,13
chr7,35707,33374663,33374665,0.897,0.668,36,33,0.00317157640309429,9
chr7,35709,33405902,33405904,0.842,0.641,19,44,0.0194066169970506,7
chr7,35711,33778638,33778640,0.868,0.675,7,18,0.00966903420701937,5
chr7,35715,33943523,33943525,0.834,0.544,32,57,0.00235013102204362,15
chr7,35718,34000266,34000268,0.592,0.858,9,17,0.142771954286176,4
chr7,35721,34117159,34117161,0.781,0.535,71,114,0.0080489532524527,20
chr7,35722,34132665,34132667,0.371,0.655,23,31,0.56460521228844,8
chr7,35726,34575176,34575178,0.471,0.668,5,9,0.00772844808463818,3
chr7,35727,34597995,34597997,0.686,0.899,21,49,0.0587681770497125,8
chr7,35728,34611316,34611318,0.609,0.866,96,173,0.116373167122584,27
chr7,35730,34712214,34712216,0.498,0.769,10,12,0.265659363402613,7
chr7,35731,34950531,34950533,0.399,0.198,11,17,0.14360575404314,4
chr7,35733,34995978,34995980,0.296,0.577,7,17,0.0175088603631464,4
chr7,35734,35038300,35038302,0.575,0.773,12,37,0.00177942534909137,3
chr7,35735,35096352,35096354,0.547,0.75,17,21,0.0164794868244379,4
chr7,35736,35147294,35147296,0.665,0.427,13,35,0.00050994617304756,6
chr7,35737,35240277,35240279,0.833,0.646,18,33,0.00220792145189863,5
chr7,35739,35396844,35396846,0.518,0.718,10,17,0.000285207645975616,4
chr7,35740,35402453,35402455,0.533,0.805,27,43,0.00746068005494804,8
chr7,35741,35417204,35417206,0.684,0.499,5,10,0.00116352958793431,3
chr7,35742,35451827,35451829,0.725,0.54,30,46,0.0551058750926593,10
chr7,35743,35459144,35459146,0.664,0.452,36,69,0.0363932862729808,12
chr7,35744,35473784,35473786,0.485,0.704,50,73,0.290752755463512,12
chr7,35745,35480452,35480454,0.748,0.529,32,60,0.0788796748049547,13
chr7,35747,35525965,35525967,0.6,0.367,15,25,0.0376100703198309,5
chr7,35748,35541352,35541354,0.472,0.694,47,82,0.0447060212591405,11
chr7,35750,35554655,35554657,0.937,0.73,37,115,0.0254372799220133,14
chr7,35752,35857118,35857120,0.801,0.574,61,78,0.0259134704878793,14
chr7,35753,35858008,35858010,0.854,0.586,35,114,0.019246675302561,13
chr7,35754,35858718,35858720,0.9,0.696,20,41,0.00970527117939723,6
chr7,35755,36002598,36002600,0.337,0.586,55,102,0.209662974579393,14
chr7,35756,36058473,36058475,0.487,0.71,79,135,0.0264612010468891,16
chr7,35757,36059187,36059189,0.517,0.768,4,18,0.0235906750489052,3
chr7,35758,36095314,36095316,0.639,0.833,23,35,0.00769738815601861,5
chr7,35759,36102027,36102029,0.598,0.881,16,54,0.0188151162040131,7
chr7,35760,36102948,36102950,0.495,0.886,97,124,0.068944525243647,24
chr7,35761,36119653,36119655,0.42,0.231,30,39,0.124627260166941,5
chr7,35762,36165475,36165477,0.622,0.831,24,23,0.0334059587093058,7
chr7,35763,36251860,36251862,0.784,0.574,46,112,0.00139430951441266,15
chr7,35764,36264843,36264845,0.742,0.557,18,32,0.0972955923320284,6
chr7,35765,36311029,36311031,0.841,0.65,11,16,0.00511026592479735,6
chr7,35767,36325059,36325061,0.712,0.945,30,110,0.0133337076812009,15
chr7,35769,36570347,36570349,0.466,0.674,9,21,0.0577256354411602,4
chr7,35771,36598507,36598509,0.301,0.624,10,14,0.151999707322307,4
chr7,35772,36599500,36599502,0.518,0.854,11,16,0.00963234515861555,3
chr7,35775,36686296,36686298,0.981,0.761,5,10,0.00403533248865917,3
chr7,35777,36713617,36713619,0.343,0.641,81,140,0.264979907428929,21
chr7,35778,36757988,36757990,0.825,0.601,23,49,0.00903519779049677,10
chr7,35779,36930327,36930329,0.9,0.698,8,13,0.0287519730156618,3
chr7,35780,36931200,36931202,0.641,0.434,33,53,0.00153965190537791,8
chr7,35781,37008607,37008609,0.752,0.555,16,28,0.00251845947836915,4
chr7,35782,37369600,37369602,0.649,0.455,11,22,0.0382880100652685,4
chr7,35784,37475692,37475694,0.716,0.513,6,19,0.00455264193433291,4
chr7,35785,37664972,37664974,0.935,0.749,7,15,0.00238654543509675,3
chr7,35786,37668783,37668785,0.577,0.789,24,33,0.0122575183342448,6
chr7,35792,37884364,37884366,0.859,0.671,20,30,0.0242175845373348,6
chr7,35793,38151187,38151189,0.66,0.858,54,111,0.00532028804993423,14
chr7,35797,38287757,38287759,0.776,0.568,36,80,0.00113566545728871,16
chr7,35798,38387384,38387386,0.809,0.623,21,39,0.0330446897722085,6
