#rn6.ensGene.name	rn6.ensGene.chrom	rn6.ensGene.strand	rn6.ensGene.txStart	rn6.ensGene.txEnd	rn6.ensGene.name2	rn6.ensemblToGeneName.value
ENSRNOT00000077317.1	chr12	-	48354195	48365784	ENSRNOG00000054962.1	Dao
ENSRNOT00000000886.4	chr12	+	48481749	48554052	ENSRNOG00000000697.4	Coro1c
ENSRNOT00000082998.1	chr12	+	49419581	49561038	ENSRNOG00000052424.1	2900026A02Rik
ENSRNOT00000082593.1	chr12	+	49626870	49746272	ENSRNOG00000059456.1	Adrbk2
ENSRNOT00000086397.1	chr12	+	49665281	49746162	ENSRNOG00000059456.1	Adrbk2
ENSRNOT00000082322.1	chr12	+	49665793	49745966	ENSRNOG00000059456.1	Adrbk2
ENSRNOT00000070961.2	chr12	+	49761119	49979758	ENSRNOG00000048430.2	Myo18b
ENSRNOT00000032193.6	chr12	+	50090463	50241995	ENSRNOG00000025612.6	Sez6l
ENSRNOT00000029508.4	chr12	-	51214191	51250230	ENSRNOG00000027489.4	Mn1
ENSRNOT00000046920.5	chr12	-	51385762	51702730	ENSRNOG00000032590.5	Ttc28
ENSRNOT00000077618.1	chr12	-	51760126	51840207	ENSRNOG00000052761.1	AC095390.1
ENSRNOT00000056735.3	chr12	+	51948649	52055271	ENSRNOG00000037483.4	Ep400
ENSRNOT00000084214.1	chr12	+	51960261	52054108	ENSRNOG00000037483.4	Ep400
ENSRNOT00000056722.3	chr12	-	52106505	52187164	ENSRNOG00000037476.3	Galnt9
ENSRNOT00000090447.1	chr12	-	53871	54885	ENSRNOG00000055204.1	AABR07034833.1
ENSRNOT00000083437.1	chr12	-	56525	59000	ENSRNOG00000056188.1	AABR07034833.2
ENSRNOT00000086527.1	chr12	-	346961	347106	ENSRNOG00000059668.1	5_8S_rRNA
ENSRNOT00000076716.1	chr12	-	491006	499601	ENSRNOG00000051294.1	Zar1l
ENSRNOT00000088738.1	chr12	-	523879	524020	ENSRNOG00000061421.1	U4
ENSRNOT00000081764.1	chr12	-	528263	528368	ENSRNOG00000052308.1	U6
ENSRNOT00000085295.1	chr12	-	546759	576746	ENSRNOG00000059322.1	N4bp2l1
ENSRNOT00000079200.1	chr12	+	578081	578169	ENSRNOG00000060306.1	U6
ENSRNOT00000001468.5	chr12	-	628487	650376	ENSRNOG00000001108.5	N4bp2l2
ENSRNOT00000040830.5	chr12	+	660010	783122	ENSRNOG00000001098.8	Pds5b
ENSRNOT00000085749.1	chr12	+	692809	692915	ENSRNOG00000056456.1	U6
ENSRNOT00000090392.1	chr12	-	695111	695203	ENSRNOG00000051807.1	SNORA17
ENSRNOT00000046165.2	chr12	-	888445	888703	ENSRNOG00000034215.2	RGD1562977
ENSRNOT00000001449.4	chr12	+	943005	987551	ENSRNOG00000001092.5	Kl
ENSRNOT00000001444.6	chr12	+	1460537	1471357	ENSRNOG00000001088.6	Rfc3
ENSRNOT00000074819.1	chr12	-	1503968	1504086	ENSRNOG00000047794.1	5S_rRNA
ENSRNOT00000086278.1	chr12	-	1509253	1512130	ENSRNOG00000055570.1	AABR07034940.2
ENSRNOT00000073261.1	chr12	-	1510399	1510517	ENSRNOG00000050259.1	Rn5s
ENSRNOT00000073815.2	chr12	-	1512804	1512922	ENSRNOG00000050589.2	5S_rRNA
ENSRNOT00000083898.1	chr12	-	1512830	1512890	ENSRNOG00000051402.1	AABR07034940.1
ENSRNOT00000083947.1	chr12	+	1903164	1928988	ENSRNOG00000056981.1	A430078G23Rik
ENSRNOT00000037564.4	chr12	-	2000426	2007516	ENSRNOG00000028100.4	Pex11g
ENSRNOT00000049512.5	chr12	+	2016057	2033112	ENSRNOG00000000973.7	RGD1563425
ENSRNOT00000001289.5	chr12	+	2046471	2050565	ENSRNOG00000000974.5	Zfp358
ENSRNOT00000001290.5	chr12	+	2054679	2068682	ENSRNOG00000000975.6	Mcoln1
ENSRNOT00000001305.7	chr12	+	2134021	2157403	ENSRNOG00000000986.7	Camsap3
ENSRNOT00000084906.1	chr12	+	2140202	2157381	ENSRNOG00000000986.7	Camsap3
ENSRNOT00000001309.4	chr12	-	2158388	2170504	ENSRNOG00000000988.4	Xab2
ENSRNOT00000083673.1	chr12	+	2164011	2164278	ENSRNOG00000058751.1	7SK
ENSRNOT00000071928.1	chr12	+	2170629	2173251	ENSRNOG00000050169.1	Pet100
ENSRNOT00000001313.5	chr12	-	2172377	2174131	ENSRNOG00000000993.6	Pcp2
ENSRNOT00000001322.4	chr12	+	2180149	2191175	ENSRNOG00000000994.4	Stxbp2
ENSRNOT00000091197.1	chr12	+	2201890	2204249	ENSRNOG00000001001.6	Retn
ENSRNOT00000001325.5	chr12	+	2201948	2203614	ENSRNOG00000001001.6	Retn
ENSRNOT00000084431.1	chr12	+	2213470	2217433	ENSRNOG00000028259.5	Mcemp1
ENSRNOT00000031653.4	chr12	+	2213704	2217002	ENSRNOG00000028259.5	Mcemp1
ENSRNOT00000001327.6	chr12	+	2228669	2232214	ENSRNOG00000001003.6	Trappc5
ENSRNOT00000001332.6	chr12	-	2233777	2245324	ENSRNOG00000001005.7	Fcer2
ENSRNOT00000001333.4	chr12	-	2233777	2245324	ENSRNOG00000001005.7	Fcer2
ENSRNOT00000082692.1	chr12	-	2261988	2262357	ENSRNOG00000052516.1	AABR07034964.1
ENSRNOT00000078078.1	chr12	-	2273940	2277169	ENSRNOG00000054013.1	Clec4g
ENSRNOT00000080539.1	chr12	-	2299724	2300061	ENSRNOG00000057878.1	7SK
ENSRNOT00000061727.3	chr12	-	2341959	2347543	ENSRNOG00000040128.3	Cd209a
ENSRNOT00000031997.4	chr12	-	2382474	2387930	ENSRNOG00000028803.3	Cd209e
ENSRNOT00000001344.3	chr12	-	2406878	2413324	ENSRNOG00000001017.5	Clec4m
ENSRNOT00000037059.4	chr12	-	2429508	2438817	ENSRNOG00000028531.4	Ccl25
ENSRNOT00000081268.1	chr12	+	2466408	2466547	ENSRNOG00000057965.1	U1
ENSRNOT00000001409.4	chr12	+	2517005	2533706	ENSRNOG00000001058.4	Timm44
ENSRNOT00000083868.1	chr12	-	2517763	2518045	ENSRNOG00000056308.1	7SK
ENSRNOT00000001399.2	chr12	+	2534211	2535822	ENSRNOG00000001057.2	Ctxn1
ENSRNOT00000001398.6	chr12	-	2537274	2540668	ENSRNOG00000001056.7	Snapc2
ENSRNOT00000075527.2	chr12	-	2542611	2545740	ENSRNOG00000050573.2	Tgfbr3l
ENSRNOT00000084460.1	chr12	-	2548217	2555164	ENSRNOG00000001047.6	Map2k7
ENSRNOT00000061821.3	chr12	-	2548217	2555164	ENSRNOG00000001047.6	Map2k7
ENSRNOT00000035142.4	chr12	-	2557274	2568382	ENSRNOG00000028460.4	Lrrc8e
ENSRNOT00000068586.4	chr12	+	2579886	2585233	ENSRNOG00000028892.5	Prr36
ENSRNOT00000043197.3	chr12	+	2579886	2585233	ENSRNOG00000028892.5	Prr36
ENSRNOT00000001367.7	chr12	-	2587890	2603705	ENSRNOG00000001034.7	Evi5l
ENSRNOT00000079918.1	chr12	-	2589313	2592838	ENSRNOG00000001034.7	Evi5l
ENSRNOT00000087848.1	chr12	+	2589817	2614666	ENSRNOG00000052420.1	AABR07034980.1
ENSRNOT00000034124.6	chr12	-	2601044	2610917	ENSRNOG00000001034.7	Evi5l
ENSRNOT00000073132.1	chr12	-	2643646	2644625	ENSRNOG00000057986.1	AABR07034980.2
ENSRNOT00000064859.3	chr12	-	2658546	2661565	ENSRNOG00000042317.3	Cd209f
ENSRNOT00000079603.1	chr12	+	2706967	2707255	ENSRNOG00000058573.1	7SK
ENSRNOT00000042857.4	chr12	+	2716375	2719073	ENSRNOG00000001027.7	LOC100363064
ENSRNOT00000001348.7	chr12	-	2780259	2786628	ENSRNOG00000042795.3	RGD1564571
ENSRNOT00000061749.4	chr12	-	2816064	2826378	ENSRNOG00000029881.5	Cd209b
ENSRNOT00000061750.1	chr12	-	2838127	2843772	ENSRNOG00000042807.1	Cd209c
ENSRNOT00000078671.1	chr12	+	2905095	2911445	ENSRNOG00000046921.2	LOC100911529
ENSRNOT00000075775.2	chr12	+	2905095	2911275	ENSRNOG00000046921.2	LOC100911529
ENSRNOT00000090701.1	chr12	-	2938357	2940393	ENSRNOG00000057612.1	AABR07034991.1
ENSRNOT00000071450.2	chr12	+	2948569	2954562	ENSRNOG00000048882.3	LOC100363914
ENSRNOT00000081048.1	chr12	+	3132606	3135094	ENSRNOG00000058796.1	AABR07035005.1
ENSRNOT00000089215.1	chr12	+	3198218	3246217	ENSRNOG00000058876.1	AABR07035008.3
ENSRNOT00000085147.1	chr12	+	3213227	3224686	ENSRNOG00000053067.1	AABR07035008.1
ENSRNOT00000087032.1	chr12	+	3216325	3252460	ENSRNOG00000054841.1	AABR07035008.2
ENSRNOT00000074496.1	chr12	+	3782988	3783967	ENSRNOG00000051390.1	AABR07035064.1
ENSRNOT00000086043.1	chr12	+	3807455	3809115	ENSRNOG00000061479.1	AABR07035065.1
ENSRNOT00000080405.1	chr12	+	3807455	3809115	ENSRNOG00000061479.1	AABR07035065.1
ENSRNOT00000067752.3	chr12	-	3922437	3924415	ENSRNOG00000028592.6	AABR07035074.1
ENSRNOT00000042692.4	chr12	+	3969492	4032656	ENSRNOG00000045674.1	Vom2r59
ENSRNOT00000084052.1	chr12	+	4112042	4113424	ENSRNOG00000054096.1	LOC688812
ENSRNOT00000079086.1	chr12	+	4170859	4177706	ENSRNOG00000059996.1	AABR07035083.1
ENSRNOT00000042410.5	chr12	+	4248807	4306679	ENSRNOG00000047146.2	AABR07035089.1
ENSRNOT00000037099.2	chr12	+	4516858	4517215	ENSRNOG00000028544.2	Dppa1-ps1
ENSRNOT00000001416.2	chr12	+	4546286	4546607	ENSRNOG00000001071.2	Higd2al1
ENSRNOT00000001186.4	chr12	+	4633745	4634486	ENSRNOG00000000887.4	AABR07035098.1
ENSRNOT00000035992.2	chr12	+	4737816	4741997	ENSRNOG00000000891.5	AABR07035107.1
ENSRNOT00000050885.3	chr12	-	5485902	5490935	ENSRNOG00000030410.3	Zfp958
ENSRNOT00000073242.1	chr12	+	5942215	5942340	ENSRNOG00000050533.1	AABR07035175.1
ENSRNOT00000080664.1	chr12	-	6108444	6108753	ENSRNOG00000060575.1	7SK
ENSRNOT00000083822.1	chr12	+	6233326	6234334	ENSRNOG00000053835.1	AABR07035182.1
ENSRNOT00000001201.7	chr12	-	6322667	6341902	ENSRNOG00000000902.7	Hsph1
ENSRNOT00000092077.1	chr12	-	6348516	6348776	ENSRNOG00000059774.1	7SK
ENSRNOT00000089117.1	chr12	+	6389209	6389352	ENSRNOG00000055643.1	SNORA67
ENSRNOT00000084891.1	chr12	+	6544196	6552286	ENSRNOG00000061668.1	AABR07035190.1
ENSRNOT00000089628.1	chr12	-	6592703	6602738	ENSRNOG00000051857.1	AABR07035193.1
ENSRNOT00000087840.1	chr12	-	6623548	6630274	ENSRNOG00000055786.1	AABR07035194.1
ENSRNOT00000001205.7	chr12	-	6711746	6740714	ENSRNOG00000000906.7	Medag
ENSRNOT00000078541.1	chr12	-	6780737	6784111	ENSRNOG00000060198.1	AABR07035203.1
ENSRNOT00000001207.6	chr12	-	6854919	6879154	ENSRNOG00000000907.6	Alox5ap
ENSRNOT00000091846.1	chr12	+	7026801	7026960	ENSRNOG00000059065.1	U1
ENSRNOT00000084436.1	chr12	-	7032800	7032929	ENSRNOG00000057377.1	SNORA38
ENSRNOT00000047163.4	chr12	+	7081894	7094002	ENSRNOG00000029813.4	Hmgb1
ENSRNOT00000082557.1	chr12	-	7115819	7116089	ENSRNOG00000059789.1	Metazoa_SRP
ENSRNOT00000074660.1	chr12	-	7115883	7115947	ENSRNOG00000049176.1	AABR07035218.1
ENSRNOT00000050438.2	chr12	-	7186472	7186873	ENSRNOG00000049536.1	Rpl35a
ENSRNOT00000079238.1	chr12	-	7353631	7353901	ENSRNOG00000054690.1	Metazoa_SRP
ENSRNOT00000072681.1	chr12	-	7353695	7353759	ENSRNOG00000048224.1	AABR07035224.1
ENSRNOT00000050968.3	chr12	-	7424257	7424658	ENSRNOG00000047557.1	Rpl35a
ENSRNOT00000072801.2	chr12	+	7502924	7548448	ENSRNOG00000047618.2	Katnal1
ENSRNOT00000083972.1	chr12	-	7589888	7594435	ENSRNOG00000053578.1	AC135766.1
ENSRNOT00000052581.1	chr12	+	7667973	7668082	ENSRNOG00000034458.1	5S_rRNA
ENSRNOT00000090011.1	chr12	-	7740741	7746261	ENSRNOG00000052774.1	AC123253.2
ENSRNOT00000063219.1	chr12	+	7839138	7839248	ENSRNOG00000041466.1	AC123253.1
ENSRNOT00000061229.3	chr12	+	7865937	7911525	ENSRNOG00000000921.6	Ubl3
ENSRNOT00000082850.1	chr12	+	8032808	8106507	ENSRNOG00000000924.5	Slc7a1
ENSRNOT00000001234.5	chr12	+	8085524	8108972	ENSRNOG00000000924.5	Slc7a1
ENSRNOT00000089804.1	chr12	+	8085524	8108532	ENSRNOG00000000924.5	Slc7a1
ENSRNOT00000001243.6	chr12	+	8725516	8741951	ENSRNOG00000000937.6	Slc46a3
ENSRNOT00000073155.2	chr12	-	8746854	8759599	ENSRNOG00000048470.2	Pomp
ENSRNOT00000074111.1	chr12	-	8873955	8874081	ENSRNOG00000047251.1	AABR07035260.1
ENSRNOT00000071796.2	chr12	+	8976584	8989214	ENSRNOG00000049229.2	LOC100911238
ENSRNOT00000070896.1	chr12	+	9001133	9001259	ENSRNOG00000046209.1	AABR07035267.1
ENSRNOT00000083249.1	chr12	+	9331614	9337473	ENSRNOG00000055687.1	AABR07035273.1
ENSRNOT00000088957.1	chr12	+	9360671	9436570	ENSRNOG00000054764.1	Flt3
ENSRNOT00000074791.2	chr12	+	9446939	9455673	ENSRNOG00000050360.2	Urad
ENSRNOT00000048188.5	chr12	+	9464025	9470565	ENSRNOG00000032759.5	Cdx2
ENSRNOT00000071942.1	chr12	-	9496043	9501213	ENSRNOG00000046458.1	Pdx1
ENSRNOT00000086197.1	chr12	+	9597062	9597191	ENSRNOG00000053421.1	SNORA17
ENSRNOT00000001260.4	chr12	-	9605872	9607168	ENSRNOG00000000952.4	Gsx1
ENSRNOT00000054286.1	chr12	+	9651828	9651948	ENSRNOG00000036163.1	5S_rRNA
ENSRNOT00000001263.3	chr12	+	9728485	9793428	ENSRNOG00000000955.4	Lnx2
ENSRNOT00000074232.1	chr12	+	9730644	9730769	ENSRNOG00000045540.1	AABR07035289.1
ENSRNOT00000075162.1	chr12	+	9846397	9857548	ENSRNOG00000047329.1	Mtif3
ENSRNOT00000073026.2	chr12	-	9856841	9864791	ENSRNOG00000050016.2	Gtf3a
ENSRNOT00000087449.1	chr12	-	9985927	9988618	ENSRNOG00000000956.5	Rasl11a
ENSRNOT00000001264.5	chr12	-	9986236	9990284	ENSRNOG00000000956.5	Rasl11a
ENSRNOT00000001265.5	chr12	-	9996950	9998779	ENSRNOG00000000957.5	LOC100361103
ENSRNOT00000081251.1	chr12	-	9997612	9997741	ENSRNOG00000058033.1	SNORA27
ENSRNOT00000081597.1	chr12	-	9997982	9998053	ENSRNOG00000059804.1	SNORD102
ENSRNOT00000081526.1	chr12	-	10016605	10019653	ENSRNOG00000060644.1	AABR07035307.1
ENSRNOT00000044038.5	chr12	+	10063116	10087685	ENSRNOG00000033411.5	Usp12
ENSRNOT00000089547.1	chr12	-	10130014	10137164	ENSRNOG00000054511.1	AABR07035309.1
ENSRNOT00000082137.1	chr12	-	10130014	10137164	ENSRNOG00000054511.1	AABR07035309.1
ENSRNOT00000061129.3	chr12	+	10254950	10257127	ENSRNOG00000039832.3	Gpr12
ENSRNOT00000071567.2	chr12	-	10299111	10335499	ENSRNOG00000048898.2	Wasf3
ENSRNOT00000061105.4	chr12	-	10496272	10506094	ENSRNOG00000039819.4	Cdk8
ENSRNOT00000001282.7	chr12	+	10577067	10582208	ENSRNOG00000000968.7	Rnf6
ENSRNOT00000001285.4	chr12	+	10636293	10684275	ENSRNOG00000000969.4	Cyp3a18
ENSRNOT00000084145.1	chr12	-	10655471	10655727	ENSRNOG00000056133.1	RNaseP_nuc
ENSRNOT00000042095.3	chr12	-	10966098	10967326	ENSRNOG00000029046.5	LOC100912059
ENSRNOT00000072406.3	chr12	-	10973193	10973689	ENSRNOG00000050264.3	AABR07035357.1
ENSRNOT00000075671.2	chr12	-	11053540	11082742	ENSRNOG00000047745.2	Cyp3a23/3a1
ENSRNOT00000090073.1	chr12	-	11154793	11176106	ENSRNOG00000059552.1	Zkscan5
ENSRNOT00000082535.1	chr12	-	11154806	11157583	ENSRNOG00000059552.1	Zkscan5
ENSRNOT00000080154.1	chr12	-	11157683	11163981	ENSRNOG00000059552.1	Zkscan5
ENSRNOT00000079573.1	chr12	-	11162842	11175917	ENSRNOG00000059552.1	Zkscan5
ENSRNOT00000001302.6	chr12	+	11179328	11187380	ENSRNOG00000000983.7	Zfp394
ENSRNOT00000033537.5	chr12	+	11191811	11198369	ENSRNOG00000027049.6	Atp5j2
ENSRNOT00000042474.6	chr12	-	11199897	11215649	ENSRNOG00000000985.8	Cpsf4
ENSRNOT00000076369.1	chr12	-	11200154	11215708	ENSRNOG00000000985.8	Cpsf4
ENSRNOT00000076896.2	chr12	+	11215885	11233561	ENSRNOG00000000987.8	Ptcd1
ENSRNOT00000060924.3	chr12	+	11215892	11233633	ENSRNOG00000000987.8	Ptcd1
ENSRNOT00000075987.2	chr12	-	11232963	11240399	ENSRNOG00000000989.8	Bud31
ENSRNOT00000088603.1	chr12	-	11232963	11239521	ENSRNOG00000000989.8	Bud31
ENSRNOT00000001307.7	chr12	-	11232965	11240400	ENSRNOG00000000989.8	Bud31
ENSRNOT00000076423.2	chr12	-	11234435	11240101	ENSRNOG00000000989.8	Bud31
ENSRNOT00000076149.1	chr12	-	11234560	11240383	ENSRNOG00000000989.8	Bud31
ENSRNOT00000001310.7	chr12	+	11240760	11251004	ENSRNOG00000000990.7	Pdap1
ENSRNOT00000076383.1	chr12	+	11247175	11249129	ENSRNOG00000000990.7	Pdap1
ENSRNOT00000001315.6	chr12	-	11252295	11265865	ENSRNOG00000000991.6	Arpc1b
ENSRNOT00000076021.1	chr12	-	11272608	11272997	ENSRNOG00000000996.7	Arpc1a
ENSRNOT00000001319.7	chr12	-	11277337	11294058	ENSRNOG00000000996.7	Arpc1a
ENSRNOT00000051114.3	chr12	-	11302286	11302671	ENSRNOG00000032866.3	Rps15al1
ENSRNOT00000076139.1	chr12	-	11341448	11341929	ENSRNOG00000051066.1	Rn60_12_0135.1
ENSRNOT00000075986.2	chr12	+	11347642	11384349	ENSRNOG00000042296.4	Kpna7
ENSRNOT00000038175.7	chr12	+	11347642	11378462	ENSRNOG00000042296.4	Kpna7
ENSRNOT00000091384.1	chr12	-	11364149	11364611	ENSRNOG00000054882.1	AABR07035368.1
ENSRNOT00000082989.1	chr12	+	11407212	11526465	ENSRNOG00000000999.7	Smurf1
ENSRNOT00000031901.6	chr12	+	11433812	11523820	ENSRNOG00000000999.7	Smurf1
ENSRNOT00000084577.1	chr12	+	11433818	11523771	ENSRNOG00000000999.7	Smurf1
ENSRNOT00000030545.7	chr12	-	11537949	11627563	ENSRNOG00000025244.7	Trrap
ENSRNOT00000076323.2	chr12	-	11537950	11626916	ENSRNOG00000025244.7	Trrap
ENSRNOT00000091346.1	chr12	-	11537963	11605427	ENSRNOG00000025244.7	Trrap
ENSRNOT00000082479.1	chr12	-	11622047	11622177	ENSRNOG00000056072.1	SNORA70
ENSRNOT00000051244.1	chr12	-	11703597	11733099	ENSRNOG00000032560.2	LOC100910877
ENSRNOT00000074158.2	chr12	+	11734256	11735138	ENSRNOG00000048886.2	AABR07035375.2
ENSRNOT00000039687.6	chr12	-	11774787	11785493	ENSRNOG00000042213.3	Zfp498
ENSRNOT00000076827.2	chr12	-	11775028	11783232	ENSRNOG00000042213.3	Zfp498
ENSRNOT00000075888.1	chr12	-	11775089	11783232	ENSRNOG00000042213.3	Zfp498
ENSRNOT00000076796.1	chr12	-	11775218	11780078	ENSRNOG00000042213.3	Zfp498
ENSRNOT00000071795.1	chr12	-	11806833	11808977	ENSRNOG00000046761.1	AABR07035375.1
ENSRNOT00000039149.6	chr12	+	11814070	11840100	ENSRNOG00000025235.6	Tmem130
ENSRNOT00000001331.3	chr12	-	12014637	12025547	ENSRNOG00000001006.5	Nptx2
ENSRNOT00000092129.1	chr12	+	12111625	12113489	ENSRNOG00000059403.1	AABR07035382.1
ENSRNOT00000038958.4	chr12	+	12188222	12189414	ENSRNOG00000025217.5	LOC100360200
ENSRNOT00000038919.5	chr12	+	12203643	12204491	ENSRNOG00000025212.5	RGD1565131
ENSRNOT00000080599.1	chr12	+	12213862	12213977	ENSRNOG00000060796.1	U4
ENSRNOT00000001336.6	chr12	-	12322246	12330929	ENSRNOG00000001009.6	Bri3
ENSRNOT00000001347.6	chr12	+	12374741	12403387	ENSRNOG00000001010.6	Tecpr1
ENSRNOT00000037251.5	chr12	-	12403384	12407561	ENSRNOG00000025164.5	Bhlha15
ENSRNOT00000043439.3	chr12	+	12628550	12634465	ENSRNOG00000001031.6	Ocm2
ENSRNOT00000001365.6	chr12	+	12638877	12662365	ENSRNOG00000001032.6	Ccz1b
ENSRNOT00000080567.1	chr12	+	12638940	12652802	ENSRNOG00000001032.6	Ccz1b
ENSRNOT00000034483.5	chr12	-	12665194	12712742	ENSRNOG00000001036.6	Rsph10b
ENSRNOT00000067021.2	chr12	-	12714393	12738641	ENSRNOG00000001040.7	Pms2
ENSRNOT00000078603.1	chr12	-	12714407	12738575	ENSRNOG00000001040.7	Pms2
ENSRNOT00000089785.1	chr12	+	12727240	12727373	ENSRNOG00000053637.1	SNORA51
ENSRNOT00000001379.4	chr12	+	12738779	12748441	ENSRNOG00000001044.6	Aimp2
ENSRNOT00000001392.7	chr12	-	12749036	12782078	ENSRNOG00000001050.7	Eif2ak1
ENSRNOT00000079836.1	chr12	-	12749080	12782146	ENSRNOG00000001050.7	Eif2ak1
ENSRNOT00000001382.3	chr12	+	12756479	12760836	ENSRNOG00000001048.6	Ankrd61
ENSRNOT00000001404.4	chr12	+	12859672	12878207	ENSRNOG00000001059.5	Usp42
ENSRNOT00000001412.6	chr12	-	12877568	12907772	ENSRNOG00000001065.6	Cyth3
ENSRNOT00000082529.1	chr12	-	12879667	12945192	ENSRNOG00000001065.6	Cyth3
ENSRNOT00000080545.1	chr12	-	13010847	13010923	ENSRNOG00000054308.1	AABR07035394.1
ENSRNOT00000029692.5	chr12	-	13043040	13067043	ENSRNOG00000024605.5	Fam220a
ENSRNOT00000067332.4	chr12	-	13114002	13157570	ENSRNOG00000001079.8	Daglb
ENSRNOT00000001437.6	chr12	-	13114002	13157570	ENSRNOG00000001079.8	Daglb
ENSRNOT00000001438.7	chr12	-	13192452	13210758	ENSRNOG00000001083.7	Kdelr2
ENSRNOT00000086870.1	chr12	+	13210873	13212407	ENSRNOG00000059466.1	AC126572.4
ENSRNOT00000082327.1	chr12	-	13283958	13284094	ENSRNOG00000056197.1	AC126572.3
ENSRNOT00000084045.1	chr12	+	13284531	13298575	ENSRNOG00000051699.1	Zdhhc4
ENSRNOT00000039191.3	chr12	+	13299858	13313358	ENSRNOG00000024567.3	LOC683674
ENSRNOT00000074138.2	chr12	+	13323546	13328510	ENSRNOG00000030579.4	Zfp853
ENSRNOT00000075154.1	chr12	-	13331933	13332035	ENSRNOG00000047689.1	AC126572.1
ENSRNOT00000052327.4	chr12	+	13353749	13364338	ENSRNOG00000001094.7	Zfp316
ENSRNOT00000038577.5	chr12	-	13372301	13374500	ENSRNOG00000006958.8	Zfp12
ENSRNOT00000080489.1	chr12	+	13390858	13398295	ENSRNOG00000058563.1	Spdye4
ENSRNOT00000066744.3	chr12	-	13412916	13422698	ENSRNOG00000043425.3	Spdye4
ENSRNOT00000077986.1	chr12	+	13428684	13442286	ENSRNOG00000001099.7	Rbak
ENSRNOT00000001455.6	chr12	+	13430068	13442276	ENSRNOG00000001099.7	Rbak
ENSRNOT00000080425.1	chr12	+	13449962	13451278	ENSRNOG00000053832.1	AABR07072272.1
ENSRNOT00000043110.3	chr12	-	13461723	13462038	ENSRNOG00000029560.3	LOC100360439
ENSRNOT00000090591.1	chr12	+	13468497	13471102	ENSRNOG00000054368.1	AABR07072272.2
ENSRNOT00000037311.4	chr12	+	13478022	13478964	ENSRNOG00000024527.5	Olr1572
ENSRNOT00000086847.1	chr12	-	13656553	13668515	ENSRNOG00000056585.1	Fscn1
ENSRNOT00000042459.4	chr12	+	13715842	13718812	ENSRNOG00000034254.4	Actb
ENSRNOT00000080216.1	chr12	+	13716595	13718841	ENSRNOG00000034254.4	Actb
ENSRNOT00000001479.6	chr12	+	13734428	13747215	ENSRNOG00000001117.6	Fbxl18
ENSRNOT00000072008.1	chr12	-	13792500	13792580	ENSRNOG00000049638.1	AABR07035412.1
ENSRNOT00000080876.1	chr12	-	13801009	13804635	ENSRNOG00000054485.1	AABR07035412.2
ENSRNOT00000001477.5	chr12	-	13914113	13924531	ENSRNOG00000001115.5	Slc29a4
ENSRNOT00000001476.5	chr12	-	13969585	13998172	ENSRNOG00000001114.5	Wipi2
ENSRNOT00000074546.1	chr12	+	14102119	14102191	ENSRNOG00000047489.1	AABR07035427.1
ENSRNOT00000087860.1	chr12	-	14161997	14218390	ENSRNOG00000056768.1	AABR07035428.1
ENSRNOT00000001469.7	chr12	-	14169138	14175945	ENSRNOG00000001107.7	Ap5z1
ENSRNOT00000001466.6	chr12	-	14180028	14244316	ENSRNOG00000001104.6	Foxk1
ENSRNOT00000080997.1	chr12	+	14183224	14183431	ENSRNOG00000059768.1	AABR07035428.2
ENSRNOT00000081109.1	chr12	-	14449009	14536772	ENSRNOG00000001103.7	Sdk1
ENSRNOT00000031085.4	chr12	+	14736321	14736863	ENSRNOG00000024366.4	Rn60_12_0168.1
ENSRNOT00000082742.1	chr12	+	15115784	15115882	ENSRNOG00000061002.1	U6
ENSRNOT00000029631.4	chr12	+	15206544	15207584	ENSRNOG00000026725.4	Rn60_12_0174.2
ENSRNOT00000030304.2	chr12	-	15346375	15347381	ENSRNOG00000024342.2	Rn60_12_0174.1
ENSRNOT00000051382.6	chr12	+	15802563	15844173	ENSRNOG00000024277.7	Card11
ENSRNOT00000001654.6	chr12	+	15890201	15971212	ENSRNOG00000001235.6	Gna12
ENSRNOT00000073161.1	chr12	-	15974025	15974146	ENSRNOG00000046544.1	AC119536.1
ENSRNOT00000064726.3	chr12	-	16015770	16027881	ENSRNOG00000001236.7	Brat1
ENSRNOT00000051565.6	chr12	+	16030787	16067924	ENSRNOG00000001241.8	Iqce
ENSRNOT00000079866.1	chr12	+	16084265	16112664	ENSRNOG00000055583.1	Ttyh3
ENSRNOT00000080774.1	chr12	+	16084270	16108163	ENSRNOG00000055583.1	Ttyh3
ENSRNOT00000001686.6	chr12	+	16170161	16172129	ENSRNOG00000001251.6	Grifin
ENSRNOT00000001688.5	chr12	-	16200018	16201632	ENSRNOG00000001252.5	Chst12
ENSRNOT00000077316.1	chr12	-	16240202	16247647	ENSRNOG00000052121.1	AC117065.1
ENSRNOT00000079906.1	chr12	+	16259329	16259435	ENSRNOG00000058537.1	U6
ENSRNOT00000060444.1	chr12	-	16285732	16310190	ENSRNOG00000001253.6	Eif3b
ENSRNOT00000085248.1	chr12	-	16301381	16301451	ENSRNOG00000057472.1	AC117065.2
ENSRNOT00000001700.6	chr12	-	16391577	16395029	ENSRNOG00000001260.6	Nudt1
ENSRNOT00000042366.3	chr12	+	16398748	16403656	ENSRNOG00000043267.1	Ftsj2
ENSRNOT00000063089.1	chr12	+	16659627	16659705	ENSRNOG00000041336.1	AABR07035475.1
