chr,bin,start,end,mean_female,mean_male,female_cov,male_cov,num_cpg
chr7,30033,116669911,116669913,0.282,0.564,21,41,6
chr7,30035,116710884,116710886,0.384,0.597,15,31,4
chr7,30040,116778858,116778860,0.503,0.22,15,68,8
chr7,30042,116914840,116914842,0.64,0.85,22,50,7
chr7,30043,116918000,116918002,0.757,0.526,20,51,6
chr7,30044,116926702,116926704,0.746,0.238,12,24,3
chr7,30048,117026127,117026129,0.395,0.187,10,21,5
chr7,30049,117061031,117061033,0.538,0.292,69,133,13
chr7,30050,117070256,117070258,0.249,0.436,11,45,4
chr7,30053,117249135,117249137,0.629,0.388,25,46,8
chr7,30054,117274654,117274656,0.419,0.612,21,35,5
chr7,30056,117304488,117304490,0.144,0.336,7,19,3
chr7,30059,117518612,117518614,0.798,0.587,11,27,6
chr7,30061,117575526,117575528,0.556,0.24,18,28,5
chr7,30062,117616024,117616026,0.651,0.428,9,15,3
chr7,30063,117618094,117618096,0.396,0.599,22,88,12
chr7,30065,117703506,117703508,0.218,0.508,26,51,8
chr7,30066,117779236,117779238,0.776,0.467,10,36,3
chr7,30068,117827294,117827296,0.457,0.666,36,69,8
chr7,30069,117828381,117828383,0.519,0.731,14,33,3
chr7,30070,117939123,117939125,0.318,0.519,11,25,3
chr7,30075,118166080,118166082,0.68,0.47,21,43,5
chr7,30076,118193091,118193093,0.638,0.828,9,21,3
chr7,30077,118266162,118266164,0.822,0.6,16,48,7
chr7,30078,118268438,118268440,0.612,0.805,12,36,4
chr7,30080,118359720,118359722,0.908,0.667,26,63,7
chr7,30081,118393231,118393233,0.489,0.732,9,19,4
chr7,30085,118452294,118452296,0.556,0.767,38,92,14
chr7,30086,118458003,118458005,0.596,0.349,47,114,16
chr7,30089,118636723,118636725,0.983,0.743,6,14,4
chr7,30091,119135259,119135261,0.553,0.321,4,19,3
chr7,30092,119186786,119186788,0.965,0.695,13,34,4
chr7,30094,119333453,119333455,0.724,0.401,40,58,10
chr7,30095,119334546,119334548,0.722,0.488,26,46,6
chr7,30096,119351795,119351797,0.694,0.22,16,23,9
chr7,30097,119401707,119401709,0.487,0.683,38,102,9
chr7,30099,119568955,119568957,0.525,0.734,21,31,3
chr7,30100,119570163,119570165,0.561,0.786,14,25,3
chr7,30101,119626107,119626109,0.636,0.862,14,33,4
chr7,30104,119867599,119867601,0.521,0.71,36,64,7
chr7,30105,119935793,119935795,0.547,0.798,33,115,11
chr7,30106,120028199,120028201,0.51,0.762,36,63,9
chr7,30107,120068510,120068512,0.585,0.864,47,102,10
chr7,30108,120141594,120141596,0.384,0.579,15,21,3
chr7,30109,120153734,120153736,0.275,0.525,33,102,9
chr7,30111,120172850,120172852,0.404,0.606,13,21,4
chr7,30114,120294451,120294453,0.466,0.72,13,26,4
chr7,30115,120312002,120312004,0.771,0.471,5,16,3
chr7,30116,120379327,120379329,0.358,0.663,36,76,9
chr7,30119,120404997,120404999,0.784,0.529,30,43,9
chr7,30120,120405861,120405863,0.908,0.679,6,20,4
chr7,30121,120452371,120452373,0.54,0.748,14,48,7
chr7,30123,120476770,120476772,0.674,0.875,18,57,6
chr7,30126,120557683,120557685,0.594,0.786,20,61,6
chr7,30127,120559867,120559869,0.436,0.709,28,54,8
chr7,30129,120702810,120702812,0.596,0.836,27,86,6
chr7,30131,120741570,120741572,0.479,0.737,24,69,10
chr7,30133,120742989,120742991,0.631,0.844,17,29,5
chr7,30136,120778344,120778346,0.433,0.101,9,20,5
chr7,30137,120781227,120781229,0.684,0.437,22,36,3
chr7,30140,120887381,120887383,0.782,0.576,19,84,8
chr7,30143,121001122,121001124,0.404,0.77,12,26,4
chr7,30144,121018795,121018797,0.636,0.831,11,25,3
chr7,30145,121053636,121053638,0.706,0.936,18,52,10
chr7,30146,121085490,121085492,0.623,0.847,27,51,12
chr7,30147,121086594,121086596,0.594,0.891,7,10,4
chr7,30149,121094592,121094594,0.58,0.344,11,50,7
chr7,30150,121149267,121149269,0.605,0.368,15,25,3
chr7,30151,121222982,121222984,0.424,0.616,5,32,3
chr7,30155,121389628,121389630,0.629,0.384,30,86,9
chr7,30156,121391336,121391338,0.923,0.716,11,32,5
chr7,30159,121462377,121462379,0.143,0.436,4,10,3
chr7,30162,121492261,121492263,0.497,0.695,6,40,3
chr7,30163,121507560,121507562,0.435,0.731,5,26,3
chr7,30166,121647092,121647094,0.665,0.447,24,35,5
chr7,30167,121796608,121796610,0.596,0.806,36,41,10
chr7,30171,122022381,122022383,0.362,0.565,10,18,3
chr7,30173,122204117,122204119,0.282,0.619,5,27,3
chr7,30175,122514147,122514149,0.579,0.37,44,96,11
chr7,30176,122530502,122530504,0.666,0.883,13,30,4
chr7,30177,122583004,122583006,0.422,0.696,9,48,4
chr7,30180,122768516,122768518,0.553,0.765,14,27,3
chr7,30181,122770205,122770207,0.693,0.887,7,39,3
chr7,30182,122929017,122929019,0.5,0.722,24,33,4
chr7,30187,123044257,123044259,0.139,0.406,20,41,5
chr7,30188,123068243,123068245,0.641,0.431,12,38,4
chr7,30190,123158361,123158363,0.614,0.362,29,52,8
chr7,30193,123194675,123194677,0.338,0.656,6,37,4
chr7,30194,123222894,123222896,0.601,0.806,12,27,6
chr7,30197,123456788,123456790,0.424,0.636,15,43,5
chr7,30198,123476177,123476179,0.363,0.103,8,36,5
chr7,30199,123525306,123525308,0.636,0.831,9,42,5
chr7,30200,123530436,123530438,0.505,0.807,26,80,11
chr7,30201,123550504,123550506,0.869,0.617,18,52,10
chr7,30202,123572464,123572466,0.25,0.54,7,21,3
chr7,30203,123573863,123573865,0.566,0.801,27,43,6
chr7,30204,123574691,123574693,0.771,0.468,32,86,8
chr7,30205,123609478,123609480,0.218,0.428,14,30,3
chr7,30212,123772258,123772260,0.406,0.604,10,37,4
chr7,30213,123776974,123776976,0.139,0.37,63,104,12
chr7,30214,123815473,123815475,0.502,0.266,11,29,3
chr7,30215,123823586,123823588,0.851,0.616,52,141,10
chr7,30218,123874096,123874098,0.628,0.849,10,22,3
chr7,30219,123889293,123889295,0.667,0.436,5,25,3
chr7,30220,123889741,123889743,0.743,0.417,12,21,3
chr7,30221,123913952,123913954,0.384,0.606,20,59,7
chr7,30222,123914585,123914587,0.219,0.42,15,44,5
chr7,30223,123929063,123929065,0.808,0.59,12,80,7
chr7,30225,123988934,123988936,0.524,0.251,7,25,4
chr7,30228,124016475,124016477,0.985,0.765,19,36,3
chr7,30230,124050222,124050224,0.854,0.646,17,40,5
chr7,30231,124068553,124068555,0.201,0.431,13,49,4
chr7,30232,124110506,124110508,0.633,0.422,14,36,4
chr7,30234,124215945,124215947,0.517,0.309,10,24,4
chr7,30235,124427907,124427909,0.24,0.461,9,15,3
chr7,30236,124435724,124435726,0.37,0.563,14,37,4
chr7,30239,124635007,124635009,0.214,0.44,83,112,18
chr7,30240,124674066,124674068,0.509,0.73,82,197,25
chr7,30241,124750103,124750105,0.738,0.531,25,102,8
chr7,30242,124880392,124880394,0.377,0.605,5,22,3
chr7,30243,124931539,124931541,0.6,0.959,31,69,11
chr7,30244,124954199,124954201,0.624,0.377,28,107,10
chr7,30245,124981940,124981942,0.273,0.469,26,39,6
chr7,30246,125049990,125049992,0.397,0.595,33,58,7
chr7,30247,125150141,125150143,0.593,0.821,8,9,3
chr7,30249,125153113,125153115,0.909,0.694,6,10,3
chr7,30250,125183271,125183273,0.521,0.714,46,90,10
chr7,30252,125263691,125263693,0.612,0.395,23,56,6
chr7,30253,125331418,125331420,0.556,0.75,58,87,9
chr7,30254,125376111,125376113,0.314,0.562,38,63,8
chr7,30255,125376933,125376935,0.528,0.823,26,66,9
chr7,30256,125380604,125380606,0.372,0.582,21,56,5
chr7,30257,125383999,125384001,0.849,0.62,7,20,3
chr7,30258,125492123,125492125,0.916,0.699,8,25,4
chr7,30259,125524976,125524978,0.553,0.318,41,69,10
chr7,30260,125569445,125569447,0.313,0.087,19,105,9
chr7,30261,125570696,125570698,0.273,0.549,12,18,3
chr7,30264,125773188,125773190,0.544,0.75,70,111,21
chr7,30265,125776379,125776381,0.654,0.309,27,42,9
chr7,30266,126047255,126047257,0.839,0.612,35,80,11
chr7,30267,126063778,126063780,0.574,0.786,32,106,11
chr7,30268,126065612,126065614,0.843,0.63,14,23,4
chr7,30269,126097792,126097794,0.669,0.36,16,48,5
chr7,30270,126156100,126156102,0.558,0.759,8,36,3
chr7,30271,126221473,126221475,0.668,0.878,14,19,4
chr7,30272,126229353,126229355,0.346,0.563,10,15,3
chr7,30273,126291762,126291764,0.37,0.6,126,252,27
chr7,30276,126463712,126463714,0.282,0.502,27,63,8
chr7,30277,126485873,126485875,0.673,0.454,11,31,3
chr7,30278,126486270,126486272,0.748,0.542,4,14,3
chr7,30279,126543652,126543654,0.55,0.314,19,30,5
chr7,30282,126701124,126701126,0.67,0.432,36,92,9
chr7,30284,126710760,126710762,0.223,0.542,8,27,5
chr7,30285,126712188,126712190,0.412,0.706,38,106,9
chr7,30288,126893699,126893701,0.632,0.417,40,106,10
chr7,30289,126908296,126908298,0.678,0.472,13,21,5
chr7,30290,126915840,126915842,0.535,0.727,8,13,3
chr7,30291,126938764,126938766,0.685,0.44,15,49,4
chr7,30294,127363703,127363705,0.549,0.8,25,49,6
chr7,30296,127371167,127371169,0.588,0.807,21,84,8
chr7,30297,127525113,127525115,0.692,0.89,44,72,17
chr7,30298,127837312,127837314,0.636,0.851,23,29,8
chr7,30301,128501801,128501803,0.65,0.417,13,34,4
chr7,30302,128520526,128520528,0.804,0.598,33,60,7
chr7,30303,129160867,129160869,0.751,0.526,34,99,13
chr7,30305,129614182,129614184,0.235,0.498,18,65,11
chr7,30306,129653744,129653746,0.565,0.754,15,41,3
chr7,30308,129832917,129832919,0.295,0.657,15,42,6
chr7,30309,129885187,129885189,0.434,0.687,38,98,15
chr7,30310,129949427,129949429,0.629,0.882,31,86,8
chr7,30311,129971339,129971341,0.577,0.819,14,77,9
chr7,30312,130043800,130043802,0.864,0.638,31,62,5
chr7,30313,130121031,130121033,0.643,0.846,28,55,7
chr7,30314,130129357,130129359,0.709,0.44,16,31,5
chr7,30315,130149613,130149615,0.313,0.529,6,31,3
chr7,30317,130189720,130189722,0.526,0.725,7,23,3
chr7,30318,130328059,130328061,0.586,0.829,9,34,5
chr7,30319,130450599,130450601,0.452,0.643,10,18,3
chr7,30322,130741495,130741497,0.487,0.785,13,21,7
chr7,30327,131043359,131043361,0.49,0.704,11,13,4
chr7,30328,131292200,131292202,0.534,0.743,10,34,7
chr7,30329,131305474,131305476,0.906,0.693,7,3,3
chr7,30330,131480867,131480869,0.667,0.911,12,33,6
chr7,30331,131481560,131481562,0.326,0.628,37,86,10
chr7,30332,131614185,131614187,0.901,0.693,21,67,10
chr7,30333,131773147,131773149,0.695,0.894,47,162,19
chr7,30334,131784084,131784086,0.671,0.911,17,63,9
chr7,30336,131932961,131932963,0.622,0.831,3,11,3
chr7,30337,131966753,131966755,0.839,0.632,7,15,3
chr7,30338,132031190,132031192,0.681,0.895,10,27,6
chr7,30339,132032072,132032074,0.701,0.899,12,17,3
chr7,30341,132199841,132199843,0.64,0.221,18,17,4
chr7,30344,132297134,132297136,0.649,0.884,5,20,4
chr7,30346,132770357,132770359,0.636,0.428,22,39,10
chr7,30347,132856580,132856582,0.431,0.724,11,16,3
chr7,30355,133696113,133696115,0.644,0.85,6,21,3
chr7,30356,133697287,133697289,0.491,0.17,60,235,24
chr7,30359,133745905,133745907,0.369,0.561,42,106,13
chr7,30360,133776454,133776456,0.787,0.56,8,19,4
chr7,30364,134021428,134021430,0.732,0.506,16,20,6
chr7,30365,134074873,134074875,0.628,0.883,4,26,4
chr7,30366,134123600,134123602,0.586,0.788,10,20,5
chr7,30369,134221774,134221776,0.605,0.806,6,24,3
chr7,30371,134288637,134288639,0.638,0.862,15,41,5
chr7,30372,134289214,134289216,0.715,0.923,10,51,7
chr7,30373,134297534,134297536,0.566,0.791,10,36,5
chr7,30374,134300832,134300834,0.898,0.675,22,29,6
chr7,30375,134312068,134312070,0.886,0.669,24,33,8
chr7,30376,134328713,134328715,0.365,0.161,11,37,3
chr7,30377,134414336,134414338,0.864,0.657,9,28,4
chr7,30379,134528434,134528436,0.723,0.503,29,100,11
chr7,30382,134761661,134761663,0.8,0.573,23,59,8
chr7,30384,134926851,134926853,0.568,0.756,27,52,8
chr7,30385,134945626,134945628,0.736,0.531,18,60,8
chr7,30386,135031617,135031619,0.788,0.559,17,50,7
chr7,30387,135240294,135240296,0.63,0.414,13,32,5
chr7,30388,135578483,135578485,0.925,0.721,29,43,8
chr7,30391,135714766,135714768,0.523,0.303,31,100,13
chr7,30392,135796918,135796920,0.572,0.798,22,67,9
chr7,30393,135804247,135804249,0.451,0.71,15,36,6
chr7,30394,135861801,135861803,0.595,0.798,95,208,27
chr7,30395,135879055,135879057,0.465,0.676,30,62,7
chr7,30397,135929241,135929243,0.713,0.928,53,85,12
chr7,30398,135960778,135960780,0.734,0.948,10,8,7
chr7,30399,136000287,136000289,0.846,0.571,17,39,5
chr7,30401,136033817,136033819,0.741,0.948,4,13,3
chr7,30402,136409557,136409559,0.888,0.634,18,40,7
chr7,30404,136511369,136511371,0.547,0.782,8,14,3
chr7,30405,136511848,136511850,0.599,0.867,12,20,5
chr7,30406,136534231,136534233,0.888,0.665,9,31,4
chr7,30407,136582052,136582054,0.775,0.513,61,114,15
chr7,30408,136583058,136583060,0.783,0.516,33,137,16
chr7,30411,137011704,137011706,0.993,0.685,5,10,3
chr7,30412,137071615,137071617,0.501,0.696,3,13,3
chr7,30413,137072934,137072936,0.61,0.868,6,25,4
chr7,30424,137511201,137511203,0.77,0.536,22,71,12
chr7,30426,137855086,137855088,0.62,0.31,9,16,3
chr7,30427,137879513,137879515,0.711,0.47,8,24,5
chr7,30428,137912188,137912190,0.356,0.586,37,108,13
chr7,30429,137920278,137920280,0.246,0.46,14,36,5
chr7,30430,137921902,137921904,0.55,0.754,34,80,11
chr7,30431,137943483,137943485,0.686,0.897,12,25,7
chr7,30432,137996693,137996695,0.703,0.474,25,95,9
chr7,30433,138059293,138059295,0.729,0.938,11,22,4
chr7,30434,138060144,138060146,0.755,0.966,44,72,18
chr7,30435,138110729,138110731,0.802,0.367,12,27,8
chr7,30436,138129854,138129856,0.92,0.703,51,109,10
chr7,30437,138276098,138276100,0.489,0.689,21,53,6
chr7,30441,138351074,138351076,0.994,0.641,4,9,4
chr7,30442,138490587,138490589,0.536,0.74,20,47,8
chr7,30443,138561133,138561135,0.872,0.631,67,186,18
chr7,30445,138706221,138706223,0.508,0.719,7,55,6
chr7,30446,138743110,138743112,0.919,0.713,12,25,3
chr7,30447,138876843,138876845,0.788,0.575,58,149,13
chr7,30448,139100684,139100686,0.246,0.498,12,24,5
chr7,30449,139152869,139152871,0.466,0.694,11,24,4
chr7,30451,139308435,139308437,0.85,0.634,27,90,8
chr7,30453,139469875,139469877,0.661,0.379,27,116,13
chr7,30455,139588810,139588812,0.998,0.76,9,20,3
chr7,30457,139595685,139595687,0.026,0.356,33,107,12
chr7,30458,139683371,139683373,0.552,0.162,3,13,3
chr7,30459,139733284,139733286,0.295,0.519,13,14,5
chr7,30461,139756188,139756190,0.481,0.72,23,62,11
chr7,30463,139953947,139953949,0.69,0.952,59,125,16
chr7,30468,140308379,140308381,0.294,0.507,41,41,11
chr7,30471,140375321,140375323,0.636,0.321,34,36,7
chr7,30473,140382709,140382711,0.362,0.631,30,98,13
chr7,30480,140544453,140544455,0.466,0.661,27,43,5
chr7,30481,140548497,140548499,0.167,0.448,9,5,3
chr7,30483,140557491,140557493,0.654,0.887,8,23,4
chr7,30484,140601449,140601451,0.383,0.627,18,47,5
chr7,30485,140618940,140618942,0.092,0.334,9,13,3
chr7,30486,140627296,140627298,0.759,0.526,34,68,12
chr7,30488,140670843,140670845,0.411,0.632,17,28,6
chr7,30489,140782332,140782334,0.756,0.434,8,16,4
chr7,30490,140890191,140890193,0.513,0.305,4,26,4
chr7,30494,141015949,141015951,0.736,0.483,35,60,9
chr7,30497,141075519,141075521,0.512,0.717,12,20,4
chr7,30499,141099879,141099881,0.404,0.612,12,46,6
chr7,30500,141133161,141133163,0.506,0.805,55,100,16
chr7,30505,141293523,141293525,0.348,0.58,7,17,3
chr7,30506,141299139,141299141,0.634,0.424,6,28,3
chr7,30507,141299881,141299883,0.684,0.352,25,96,11
chr7,30511,141320619,141320621,0.203,0.497,10,33,5
chr7,30512,141326605,141326607,0.666,0.399,21,64,5
chr7,30513,141333473,141333475,0.442,0.684,11,44,4
chr7,30514,141334248,141334250,0.652,0.859,15,28,3
chr7,30516,141370283,141370285,0.433,0.627,42,81,7
chr7,30517,141423098,141423100,0.265,0.619,3,14,3
chr7,30518,141491989,141491991,0.774,0.563,18,33,3
chr7,30520,141554087,141554089,0.572,0.36,18,41,7
chr7,30522,141689185,141689187,0.618,0.813,24,45,7
chr7,30523,141704788,141704790,0.208,0.405,18,45,6
chr7,30525,141819761,141819763,0.724,0.455,58,199,18
chr7,30526,141829562,141829564,0.492,0.705,24,61,10
chr7,30528,141950565,141950567,0.861,0.65,9,24,3
chr7,30530,142077976,142077978,0.633,0.431,10,59,6
chr7,30531,142181599,142181601,0.507,0.764,13,27,3
chr7,30532,142200414,142200416,0.336,0.552,15,59,6
chr7,30536,142304702,142304704,0.514,0.75,110,50,13
chr7,30539,142568384,142568386,0.801,0.573,66,125,20
chr7,30540,142581476,142581478,0.603,0.803,30,88,8
chr7,30541,142592218,142592220,0.354,0.542,14,39,5
chr7,30542,142623129,142623131,0.439,0.794,12,18,5
chr7,30543,142624911,142624913,0.424,0.655,13,41,3
chr7,30544,142688298,142688300,0.637,0.842,4,20,4
chr7,30545,142787055,142787057,0.675,0.423,67,143,17
chr7,30546,142788330,142788332,0.424,0.667,28,51,7
chr7,30548,142816379,142816381,0.249,0.592,6,40,3
chr7,30549,142851128,142851130,0.732,0.972,9,24,4
chr7,30550,142851567,142851569,0.715,0.98,13,27,3
chr7,30551,142870884,142870886,0.277,0.473,13,32,3
chr7,30553,142923277,142923279,0.681,0.478,27,19,4
chr7,30554,143071895,143071897,0.493,0.279,50,87,8
chr7,30555,143086040,143086042,0.283,0.536,21,63,7
chr7,30557,143207694,143207696,0.613,0.872,63,107,9
chr7,30559,143553845,143553847,0.59,0.819,26,51,7
chr7,30561,143750109,143750111,0.55,0.75,46,96,9
chr7,30562,143762267,143762269,0.824,0.591,43,70,8
chr7,30563,143831277,143831279,0.324,0.521,35,45,10
chr7,30564,143864739,143864741,0.559,0.33,4,19,4
chr7,30566,143881337,143881339,0.727,0.393,13,34,3
chr7,30567,143966031,143966033,0.361,0.575,13,18,3
chr7,30568,143971819,143971821,0.764,0.408,17,52,10
chr7,30571,144024562,144024564,0.695,0.886,18,29,6
chr7,30572,144051885,144051887,0.424,0.645,10,28,4
chr7,30574,144077167,144077169,0.709,0.393,7,13,3
chr7,30575,144112976,144112978,0.529,0.751,28,52,6
chr7,30576,144276122,144276124,0.455,0.781,13,24,3
chr7,30578,144591529,144591531,0.316,0.086,13,37,6
chr7,30580,144666976,144666978,0.495,0.243,24,43,7
chr7,30582,144680477,144680479,0.859,0.655,10,14,3
chr7,30583,144707495,144707497,0.211,0.431,15,29,4
chr7,30585,144863227,144863229,0.626,0.862,6,31,4
chr7,30586,144881219,144881221,0.824,0.552,16,26,5
chr7,30588,144925144,144925146,0.225,0.417,12,36,4
chr7,30589,144929349,144929351,0.303,0.573,19,58,8
chr7,30590,144963624,144963626,0.319,0.604,24,63,9
chr7,30591,144967312,144967314,0.311,0.565,21,62,7
chr8,30596,37746,37748,0.692,0.886,15,40,5
chr8,30604,1501879,1501881,0.142,0.415,7,29,3
chr8,30607,2043259,2043261,0.234,0.485,12,24,5
chr8,30608,2046665,2046667,0.604,0.809,6,23,4
chr8,30610,2436758,2436760,0.9,0.669,22,48,8
chr8,30614,3715816,3715818,0.655,0.854,19,20,8
chr8,30619,4562303,4562305,0.705,0.895,17,32,4
chr8,30623,5436512,5436514,0.466,0.177,7,8,3
chr8,30628,5809850,5809852,0.563,0.768,27,79,10
chr8,30629,5975242,5975244,0.57,0.829,31,62,18
chr8,30632,5995673,5995675,0.515,0.721,26,71,9
chr8,30634,6103151,6103153,0.729,0.433,16,34,4
chr8,30635,6303348,6303350,0.621,0.353,8,18,4
chr8,30638,6478693,6478695,0.7,0.947,8,35,5
chr8,30639,7007322,7007324,0.703,0.899,5,15,3
chr8,30643,7011084,7011086,0.68,0.946,5,9,3
chr8,30647,7219333,7219335,0.461,0.671,13,13,3
chr8,30648,7220135,7220137,0.356,0.687,6,15,3
chr8,30649,7220695,7220697,0.375,0.735,29,36,5
chr8,30650,7221316,7221318,0.506,0.802,12,51,5
chr8,30653,7275503,7275505,0.631,0.842,8,14,3
chr8,30654,7275989,7275991,0.656,0.858,19,43,5
chr8,30657,7776732,7776734,0.693,0.48,33,86,12
chr8,30658,7813953,7813955,0.86,0.633,28,66,9
chr8,30659,7814518,7814520,0.857,0.619,15,54,8
chr8,30661,7848078,7848080,0.806,0.595,12,16,4
chr8,30670,8470182,8470184,0.893,0.634,8,16,3
chr8,30671,8470871,8470873,0.891,0.671,8,23,3
chr8,30672,9035231,9035233,0.319,0.546,50,101,10
chr8,30676,11224829,11224831,0.754,0.531,7,19,3
chr8,30678,12018314,12018316,0.459,0.656,4,24,4
chr8,30679,12035551,12035553,0.924,0.706,18,54,12
chr8,30680,12036538,12036540,0.829,0.615,16,37,7
chr8,30681,12038498,12038500,0.696,0.884,9,43,5
chr8,30682,12143664,12143666,0.474,0.681,25,40,5
chr8,30683,12194483,12194485,0.511,0.747,10,72,7
chr8,30684,12204664,12204666,0.793,0.588,34,57,6
chr8,30686,12213019,12213021,0.642,0.881,16,70,7
chr8,30687,12236896,12236898,0.541,0.303,5,11,3
chr8,30690,12353593,12353595,0.653,0.302,19,21,4
chr8,30693,12427353,12427355,0.414,0.641,14,39,4
chr8,30695,12457326,12457328,0.625,0.837,16,67,8
chr8,30696,12460114,12460116,0.534,0.761,39,91,10
chr8,30700,12474231,12474233,0.49,0.765,19,50,8
chr8,30701,12475380,12475382,0.36,0.692,3,16,3
chr8,30702,12476207,12476209,0.316,0.645,7,14,3
chr8,30704,12527435,12527437,0.629,0.824,20,30,6
chr8,30705,12712144,12712146,0.93,0.722,16,39,6
chr8,30709,12832361,12832363,0.69,0.893,20,46,5
chr8,30713,12928321,12928323,0.279,0.569,31,71,9
chr8,30721,13313666,13313668,0.662,0.883,11,36,4
chr8,30723,13508760,13508762,0.713,0.955,13,30,4
chr8,30724,13590035,13590037,0.727,0.493,20,40,5
chr8,30726,13657205,13657207,0.693,0.888,14,42,5
chr8,30727,13657932,13657934,0.388,0.12,18,31,5
chr8,30728,13658427,13658429,0.306,0.072,51,187,16
chr8,30730,13662130,13662132,0.52,0.736,10,24,4
chr8,30731,13686213,13686215,0.093,0.363,77,139,19
chr8,30732,13687256,13687258,0.331,0.554,21,25,4
chr8,30734,13775291,13775293,0.867,0.638,22,47,7
chr8,30735,13780364,13780366,0.458,0.669,16,20,3
chr8,30736,13795049,13795051,0.632,0.414,30,48,5
chr8,30737,13796823,13796825,0.7,0.44,29,65,10
chr8,30740,13941120,13941122,0.88,0.667,19,69,9
chr8,30741,13954095,13954097,0.734,0.958,7,18,4
chr8,30742,14005940,14005942,0.746,0.532,5,18,3
chr8,30744,14134963,14134965,0.83,0.526,47,94,11
chr8,30748,14388009,14388011,0.798,0.569,9,31,4
chr8,30749,14389083,14389085,0.813,0.485,11,19,3
chr8,30751,14758127,14758129,0.563,0.758,13,75,10
chr8,30753,14803996,14803998,0.702,0.888,3,3,3
chr8,30757,15020352,15020354,0.558,0.751,7,48,3
chr8,30762,15134835,15134837,0.648,0.846,6,7,3
chr8,30770,15352077,15352079,0.688,0.926,5,20,3
chr8,30775,15851755,15851757,0.649,0.339,15,47,4
chr8,30776,15867791,15867793,0.541,0.753,19,49,11
chr8,30778,15951729,15951731,0.597,0.815,8,27,5
chr8,30782,16030451,16030453,0.623,0.821,9,23,4
chr8,30791,17768764,17768766,0.572,0.764,12,37,3
chr8,30798,18401191,18401193,0.472,0.675,21,29,8
chr8,30800,18910284,18910286,0.7,0.914,8,20,6
chr8,30808,19293531,19293533,0.606,0.875,3,10,3
chr8,30810,19295740,19295742,0.54,0.858,18,40,7
chr8,30818,19426011,19426013,0.794,0.565,3,9,3
chr8,30820,19427647,19427649,0.801,0.525,6,11,3
chr8,30821,19428566,19428568,0.802,0.509,15,30,6
chr8,30829,19650783,19650785,0.635,0.881,10,20,5
chr8,30831,19665551,19665553,0.569,0.761,7,20,4
chr8,30833,19666908,19666910,0.558,0.758,7,19,4
